Year,LST_median
2014.0,31.505992860300022
2015.0,28.505069569859945
2016.0,27.10409802542573
2017.0,27.922043229848892
2018.0,30.31077076796155
2019.0,28.932762509420385
2020.0,28.827892093385575
2021.0,26.71257259583037
2022.0,27.93550310516028
2023.0,28.929489596747864
