Month,LST_median
1.0,27.616659916595083
2.0,26.81149082237828
3.0,23.76197710580827
4.0,18.23927648426158
5.0,12.577734941915054
6.0,9.149815479152137
7.0,8.850916467015233
8.0,12.40008881406102
9.0,14.887597213445643
10.0,22.551816882490137
11.0,25.057893108348438
12.0,26.93272762284986
