Month,NDVI
1.0,0.1796613285264783
2.0,0.16994686092174235
3.0,0.17581724536342574
4.0,0.15841323823166484
5.0,0.14461914205973483
6.0,0.15024826179216663
7.0,0.19141915070594276
8.0,0.22401479033104954
9.0,0.24942676274542946
10.0,0.24315320338731938
11.0,0.22432543573599073
12.0,0.210623171217401
