Month,mean
1.0,131.88828766725024
2.0,108.72687061409809
3.0,85.30162612501697
4.0,77.68240872463767
5.0,80.36859622384151
6.0,73.26026039558971
7.0,78.07788516314791
8.0,85.68340621980356
9.0,100.13805689287297
10.0,97.8451483476071
11.0,101.33772758793263
12.0,111.33345004603488
