Month,NDVI
1.0,0.17955255051750058
2.0,0.17019544699230452
3.0,0.17513660649018856
4.0,0.15909957708481992
5.0,0.14597736658662241
6.0,0.15293525519953088
7.0,0.1947108714727078
8.0,0.22582203788788235
9.0,0.25042945629387026
10.0,0.2419612286322045
11.0,0.22109371237290826
12.0,0.20862721907206616
