Month,NDVI
1.0,0.2208544535191124
2.0,0.22234858525663112
3.0,0.21891731556984564
4.0,0.2127865640837065
5.0,0.18191892423517803
6.0,0.19731466478205886
7.0,0.248906843958565
8.0,0.32023962547109774
9.0,0.337319821315276
10.0,0.3121487444228668
11.0,0.2774070124034016
12.0,0.26890749343874765
