Month,NO2_median
1.0,10.543945766620919
2.0,10.810070122596038
3.0,11.014690015470299
4.0,12.09658876955015
5.0,13.753009388353373
6.0,14.110022948658722
7.0,14.111405817816099
8.0,13.026940417810865
9.0,12.104464928400478
10.0,11.383498298256546
11.0,10.740372913858897
12.0,10.508622877541601
