Month,SO2_median_fixed
1.0,109.83928130774285
2.0,116.46975657823162
3.0,77.31112839544247
4.0,431.47276294417634
5.0,890.2119585763487
6.0,2030.3377892341682
7.0,1245.6740473732011
8.0,695.8529083422055
9.0,465.52989966554844
10.0,198.53164479413292
11.0,175.7534188846416
12.0,142.8575046592219
