Year,NOMBRE,LST_mean,LST_p25,LST_p75
2020,Poblacion Canal Chacao,26.157272,24.847269,27.467274
2020,San Gregorio,28.151430,27.780619,28.522241
2020,Valencia Bajo,27.996524,27.586544,28.406505
2020,Villa Paso Hondo,25.032424,23.841549,26.223298
2021,Calicheros,26.235345,24.812505,27.658185
2021,Belloto 2000,29.319541,28.609059,30.030023
2021,Belloto Centro,28.789558,28.312171,29.266945
2021,Bernando Ohiggins,28.150809,27.787195,28.514423
2021,Cruz del Sur,28.784922,28.429756,29.140088
2021,82,29.223351,27.868205,30.578496
2021,Belloto Norte,28.037880,27.184041,28.891719
2021,E.E.U.U,29.622109,28.837741,30.406477
2021,Lincoyan,28.129742,27.691070,28.568414
2021,Los Colonos,27.670546,26.437841,28.903251
2021,Patricio Lynch,28.926360,27.560179,30.292540
2021,Santa Marta,29.843385,28.949009,30.737761
2021,Cantera,28.518611,28.209188,28.828035
2021,Decimo Sector,26.892452,26.378390,27.406515
2021,Estero Viejo,27.957417,27.671353,28.243481
2021,Matilde,28.000055,27.328725,28.671385
2021,San Cristobal,27.713446,27.082161,28.344732
2021,Tierras Rojas,28.141193,27.483775,28.798610
2021,Decimo Sector,27.085124,26.467273,27.702974
2021,Matilde,27.863816,26.860046,28.867585
2021,Los Pinos,26.297287,24.282353,28.312221
2021,Marga Marga,26.888999,25.436902,28.341096
2021,60,27.358786,26.347140,28.370432
2021,Castillo Blanco,28.253431,27.776533,28.730328
2021,El Tranque,27.880912,27.525099,28.236725
2021,Jose Miguel Carrera,27.995503,27.681649,28.309358
2021,Las Rosas,27.752801,27.382640,28.122962
2021,Piloto Pardo,27.661054,27.283062,28.039047
2021,Porvenir,26.609378,25.656688,27.562067
2021,Textil Viña,28.097927,27.836115,28.359739
2021,21 de Mayo,27.549385,27.183708,27.915061
2021,Barros Arana,28.169286,27.845349,28.493223
2021,La Granja,27.681652,27.212933,28.150371
2021,Las Viñas,27.591583,27.006468,28.176699
2021,Los Estanques,26.647348,25.988712,27.305985
2021,Mena,27.876333,27.412911,28.339755
2021,Pedro Montt,27.839282,27.473794,28.204770
2021,Victoria Oriente,28.177274,27.680328,28.674220
2021,Victoria Poniente,27.311355,26.927542,27.695167
2021,Villa Olimpica,28.390527,27.546256,29.234799
2021,Araya,27.579890,27.159449,28.000331
2021,Arturo Prat,27.332609,26.919648,27.745570
2021,Blanco,27.469831,26.757276,28.182386
2021,Centro,27.662890,27.095457,28.230323
2021,Colina de Oro,24.636950,22.959514,26.314386
2021,El Esfuerzo,27.667870,27.356535,27.979205
2021,Emparte,27.519511,27.467386,27.571635
2021,Esmeralda,27.689397,26.744188,28.634607
2021,Liceo,27.776002,27.413908,28.138096
2021,Poblacion Esperanza,27.306522,26.736735,27.876310
2021,Poblacion Ferroviaria,27.830915,27.265175,28.396656
2021,R. Sotomayor,27.785633,27.104884,28.466382
2021,San Cristobal2,28.883431,28.019062,29.747799
2021,Sol del Pacifico,27.999630,27.547880,28.451380
2021,Soublete (Francisco Bilbao),26.912123,26.136843,27.687403
2021,Thompson,27.931630,27.433378,28.429882
2021,M. Mena,26.636066,26.318615,26.953517
2021,Manuel Rodriguez,27.067267,26.687678,27.446856
2021,No Organizada,25.033763,22.877895,27.189631
2021,Pompeya Norte,25.532317,24.146124,26.918509
2021,Pompeya Sur,26.049824,25.409007,26.690641
2021,Valencia Alto,26.674042,26.333733,27.014350
2021,Costa Sol,25.617097,24.691669,26.542526
2021,California,27.759626,27.435769,28.083484
2021,Camilo Henriquez,26.952999,26.443689,27.462309
2021,El Bosque,26.487541,24.877708,28.097375
2021,El Sol,26.818140,26.245064,27.391216
2021,General Baquedano,27.219928,26.774043,27.665813
2021,Infante,26.397419,25.669197,27.125642
2021,Lo Gamboa,28.409822,28.273469,28.546176
2021,Los Espinos,26.272327,25.765842,26.778813
2021,Retiro,26.485133,25.798649,27.171618
2021,Viñas del Sol,26.478374,25.668632,27.288116
2021,Buenos Aires,27.213258,26.878237,27.548279
2021,Casa de Valencia,26.362553,25.504570,27.220536
2021,Hevia,27.306317,27.075099,27.537536
2021,Humbolt,26.703474,25.960039,27.446909
2021,Phillips,27.304161,26.866636,27.741685
2021,Poblacion Argentina,24.594054,23.567448,25.620661
2021,Poblacion Canal Chacao,26.187598,24.712035,27.663161
2021,San Gregorio,27.505232,27.133771,27.876694
2021,Valencia Bajo,27.426256,27.031961,27.820551
2021,Villa Paso Hondo,24.615412,23.520153,25.710670
2022,Calicheros,26.939437,25.537987,28.340887
2022,Belloto 2000,29.609676,28.921910,30.297443
2022,Belloto Centro,29.138106,28.748138,29.528074
2022,Bernando Ohiggins,28.559182,28.157821,28.960543
2022,Cruz del Sur,29.113891,28.868357,29.359424
2022,82,29.486525,28.222780,30.750269
2022,Belloto Norte,27.744138,27.305412,28.182865
2022,E.E.U.U,28.509442,27.962326,29.056557
2022,Lincoyan,28.347096,27.914349,28.779843
2022,Los Colonos,27.782183,26.819285,28.745081
2022,Patricio Lynch,28.483404,27.626553,29.340256
2022,Santa Marta,28.686574,28.062903,29.310244
2022,Cantera,28.871616,28.568980,29.174251
2022,Decimo Sector,27.552889,26.967399,28.138379
2022,Estero Viejo,28.392153,28.168771,28.615535
2022,Matilde,28.144898,27.481714,28.808082
2022,San Cristobal,28.220083,27.721092,28.719073
2022,Tierras Rojas,28.486156,27.933507,29.038805
2022,Decimo Sector,27.912159,27.204054,28.620263
2022,Matilde,28.323836,27.665631,28.982040
2022,Los Pinos,26.640540,24.777722,28.503358
2022,Marga Marga,27.247590,25.907301,28.587879
2022,60,27.784178,26.843472,28.724885
2022,Castillo Blanco,28.585680,28.086180,29.085180
2022,El Tranque,28.113091,27.673195,28.552988
2022,Jose Miguel Carrera,28.157723,27.810048,28.505399
2022,Las Rosas,27.999604,27.600722,28.398486
2022,Piloto Pardo,28.009636,27.638018,28.381254
2022,Porvenir,26.939183,25.965876,27.912490
2022,Textil Viña,28.260641,27.967585,28.553697
2022,21 de Mayo,27.778470,27.335328,28.221612
2022,Barros Arana,28.237083,27.966116,28.508050
2022,La Granja,28.103012,27.610857,28.595167
2022,Las Viñas,27.928941,27.270907,28.586975
2022,Los Estanques,27.259287,26.687345,27.831230
2022,Mena,27.999364,27.612513,28.386215
2022,Pedro Montt,27.919489,27.656820,28.182159
2022,Victoria Oriente,28.491949,27.969291,29.014608
2022,Victoria Poniente,27.537149,27.077363,27.996935
2022,Villa Olimpica,28.763236,27.950863,29.575609
2022,Araya,27.831300,27.440575,28.222024
2022,Arturo Prat,27.671256,27.416603,27.925909
2022,Blanco,27.712291,27.131074,28.293509
2022,Centro,27.748223,27.179169,28.317276
2022,Colina de Oro,25.312098,23.882112,26.742085
2022,El Esfuerzo,27.792763,27.492310,28.093215
2022,Emparte,27.636547,27.530741,27.742353
2022,Esmeralda,27.129933,26.824279,27.435586
2022,Liceo,27.854164,27.514628,28.193700
2022,Poblacion Esperanza,27.521327,26.933564,28.109090
2022,Poblacion Ferroviaria,28.239429,27.748005,28.730853
2022,R. Sotomayor,27.897112,27.229960,28.564265
2022,San Cristobal2,29.107326,28.297643,29.917010
2022,Sol del Pacifico,28.098033,27.692325,28.503742
2022,Soublete (Francisco Bilbao),27.343567,26.784926,27.902207
2022,Thompson,28.169324,27.783460,28.555187
2022,M. Mena,27.152971,26.659049,27.646893
2022,Manuel Rodriguez,27.637168,27.283386,27.990950
2022,No Organizada,25.436288,23.340743,27.531834
2022,Pompeya Norte,26.038640,24.764983,27.312298
2022,Pompeya Sur,26.660297,26.023379,27.297214
2022,Valencia Alto,27.041495,26.762925,27.320066
2022,Costa Sol,25.760298,24.950441,26.570155
2022,California,28.073732,27.804732,28.342733
2022,Camilo Henriquez,27.448522,26.947358,27.949686
2022,El Bosque,26.547894,25.531503,27.564284
2022,El Sol,27.099187,26.538532,27.659842
2022,General Baquedano,27.477461,27.079389,27.875534
2022,Infante,26.868579,26.075823,27.661335
2022,Lo Gamboa,28.820677,28.658647,28.982708
2022,Los Espinos,26.584069,26.119524,27.048613
2022,Retiro,26.803680,26.154418,27.452943
2022,Viñas del Sol,26.770114,26.202008,27.338221
2022,Buenos Aires,27.332801,26.985907,27.679694
2022,Casa de Valencia,26.626067,25.829570,27.422564
2022,Hevia,27.552704,27.320960,27.784449
2022,Humbolt,27.143819,26.472599,27.815038
2022,Phillips,27.535640,27.142674,27.928605
2022,Poblacion Argentina,24.998204,23.987753,26.008654
2022,Poblacion Canal Chacao,26.747399,25.684226,27.810572
2022,San Gregorio,27.682533,27.360846,28.004221
2022,Valencia Bajo,27.689276,27.253850,28.124701
2022,Villa Paso Hondo,24.901713,23.901860,25.901566
2023,Calicheros,20.405835,19.284356,21.527314
2023,Belloto 2000,22.908377,22.110890,23.705864
2023,Belloto Centro,24.811635,24.099268,25.524002
2023,Bernando Ohiggins,23.937148,23.466878,24.407417
2023,Cruz del Sur,23.058211,21.883765,24.232657
2023,82,22.528429,20.952425,24.104432
2023,Belloto Norte,22.068921,20.416321,23.721521
2023,E.E.U.U,21.794925,20.760718,22.829133
2023,Lincoyan,21.720855,21.353092,22.088618
2023,Los Colonos,20.435441,19.482846,21.388036
2023,Patricio Lynch,21.470707,20.794800,22.146615
2023,Santa Marta,22.327539,21.201301,23.453776
2023,Cantera,22.344586,21.162421,23.526750
2023,Decimo Sector,21.775715,21.020145,22.531285
2023,Estero Viejo,21.188663,20.699706,21.677620
2023,Matilde,20.535711,19.474200,21.597221
2023,San Cristobal,20.784409,19.420221,22.148596
2023,Tierras Rojas,21.156133,20.175209,22.137057
2023,Decimo Sector,20.389440,19.100740,21.678139
2023,Matilde,19.897250,19.474051,20.320449
2023,Los Pinos,19.747249,18.064583,21.429916
2023,Marga Marga,20.540415,19.112286,21.968544
2023,60,20.064622,19.454035,20.675208
2023,Castillo Blanco,22.727431,21.239321,24.215540
2023,El Tranque,23.623817,23.217513,24.030120
2023,Jose Miguel Carrera,21.594532,21.321251,21.867814
2023,Las Rosas,21.625884,21.119342,22.132426
2023,Piloto Pardo,21.544241,20.557573,22.530910
2023,Porvenir,19.626618,18.456053,20.797183
2023,Textil Viña,23.744361,23.336299,24.152423
2023,21 de Mayo,22.837494,21.788554,23.886434
2023,Barros Arana,24.816468,24.541286,25.091651
2023,La Granja,21.591051,21.223711,21.958392
2023,Las Viñas,22.371215,21.022282,23.720148
2023,Los Estanques,21.891323,21.013742,22.768903
2023,Mena,22.226540,21.929404,22.523675
2023,Pedro Montt,23.097335,21.840817,24.353854
2023,Victoria Oriente,21.251967,20.600206,21.903728
2023,Victoria Poniente,21.894305,20.866335,22.922274
2023,Villa Olimpica,22.361516,21.641819,23.081212
2023,Araya,22.508579,21.102899,23.914259
2023,Arturo Prat,24.593091,24.229332,24.956850
2023,Blanco,22.237337,21.709629,22.765045
2023,Centro,22.600109,22.039130,23.161088
2023,Colina de Oro,18.904509,17.950247,19.858771
2023,El Esfuerzo,21.325204,21.114141,21.536266
2023,Emparte,24.430475,24.149343,24.711607
2023,Esmeralda,22.036152,20.126333,23.945971
2023,Liceo,24.598041,24.158520,25.037562
2023,Poblacion Esperanza,21.663960,20.860570,22.467350
2023,Poblacion Ferroviaria,22.785956,21.416587,24.155324
2023,R. Sotomayor,21.789855,21.118129,22.461580
2023,San Cristobal2,21.819607,20.547113,23.092101
2023,Sol del Pacifico,22.289994,21.108800,23.471189
2023,Soublete (Francisco Bilbao),21.844452,21.328622,22.360282
2023,Thompson,22.857097,22.390771,23.323423
2023,M. Mena,21.408081,21.071662,21.744500
2023,Manuel Rodriguez,22.170636,21.043260,23.298012
2023,No Organizada,19.874664,18.467735,21.281593
2023,Pompeya Norte,21.283136,20.051881,22.514390
2023,Pompeya Sur,20.955497,19.805205,22.105789
2023,Valencia Alto,21.478275,21.165191,21.791359
2023,Costa Sol,19.906843,19.203468,20.610218
2023,California,22.074604,21.866105,22.283104
2023,Camilo Henriquez,23.120014,22.471795,23.768234
2023,El Bosque,20.170943,19.389722,20.952165
2023,El Sol,21.191752,20.605506,21.777998
2023,General Baquedano,22.998013,21.523022,24.473003
2023,Infante,20.567258,19.709335,21.425181
2023,Lo Gamboa,23.727872,22.474513,24.981231
2023,Los Espinos,20.310009,19.700164,20.919855
2023,Retiro,21.052335,19.955317,22.149352
2023,Viñas del Sol,20.547591,19.324781,21.770401
2023,Buenos Aires,22.028675,21.644789,22.412561
2023,Casa de Valencia,20.842824,19.954144,21.731503
2023,Hevia,23.404485,22.333661,24.475310
2023,Humbolt,22.172168,20.864626,23.479710
2023,Phillips,22.749860,21.666721,23.833000
2023,Poblacion Argentina,19.619478,18.574285,20.664671
2023,Poblacion Canal Chacao,20.141976,19.142681,21.141272
2023,San Gregorio,23.577996,22.553272,24.602719
2023,Valencia Bajo,22.805794,21.582410,24.029179
2023,Villa Paso Hondo,19.586379,17.391762,21.780997
2024,Calicheros,29.205027,27.906431,30.503622
2024,Belloto 2000,30.982135,30.161274,31.802996
2024,Belloto Centro,30.454738,29.955780,30.953695
2024,Bernando Ohiggins,29.844450,29.468946,30.219954
2024,Cruz del Sur,30.382982,30.019772,30.746192
2024,82,30.397676,29.259262,31.536091
2024,Belloto Norte,29.035580,28.531503,29.539656
2024,E.E.U.U,29.071281,28.310098,29.832464
2024,Lincoyan,29.671948,29.298139,30.045757
2024,Los Colonos,28.168297,27.146436,29.190157
2024,Patricio Lynch,29.385211,28.493422,30.277001
2024,Santa Marta,29.467548,28.920364,30.014731
2024,Cantera,30.126965,29.842488,30.411442
2024,Decimo Sector,28.768157,28.165516,29.370798
2024,Estero Viejo,29.791519,29.505334,30.077705
2024,Matilde,28.711239,27.658538,29.763940
2024,San Cristobal,29.099698,28.136268,30.063127
2024,Tierras Rojas,29.653164,29.046854,30.259475
2024,Decimo Sector,28.625377,27.811583,29.439171
2024,Matilde,28.668788,27.665554,29.672021
2024,Los Pinos,27.581870,25.352811,29.810929
2024,Marga Marga,28.356851,26.777725,29.935976
2024,60,28.477567,27.553375,29.401758
2024,Castillo Blanco,29.809863,29.193732,30.425995
2024,El Tranque,29.454192,29.086627,29.821758
2024,Jose Miguel Carrera,29.526792,29.271914,29.781670
2024,Las Rosas,29.626748,29.170272,30.083225
2024,Piloto Pardo,29.162375,28.720748,29.604003
2024,Porvenir,27.217578,26.094066,28.341089
2024,Textil Viña,29.468388,29.107907,29.828870
2024,21 de Mayo,29.329982,28.848813,29.811150
2024,Barros Arana,30.038567,29.705500,30.371635
2024,La Granja,29.629371,29.146226,30.112517
2024,Las Viñas,29.347245,28.718951,29.975540
2024,Los Estanques,28.938732,28.322532,29.554932
2024,Mena,29.656188,29.296574,30.015801
2024,Pedro Montt,29.861709,29.566620,30.156798
2024,Victoria Oriente,29.864942,29.400485,30.329399
2024,Victoria Poniente,29.413642,29.045415,29.781869
2024,Villa Olimpica,30.429960,29.671238,31.188682
2024,Araya,29.319607,28.854609,29.784605
2024,Arturo Prat,29.550825,29.280933,29.820716
2024,Blanco,29.350009,28.804056,29.895963
2024,Centro,29.695304,29.007858,30.382751
2024,Colina de Oro,27.266081,25.625570,28.906592
2024,El Esfuerzo,29.312322,29.045648,29.578996
2024,Emparte,29.505826,29.326682,29.684969
2024,Esmeralda,27.362248,26.329245,28.395250
2024,Liceo,29.664820,29.158953,30.170688
2024,Poblacion Esperanza,29.131919,28.495258,29.768580
2024,Poblacion Ferroviaria,29.676564,29.183813,30.169314
2024,R. Sotomayor,29.441360,28.773754,30.108965
2024,San Cristobal2,30.720491,29.765711,31.675271
2024,Sol del Pacifico,29.570237,29.108862,30.031612
2024,Soublete (Francisco Bilbao),29.128375,28.631314,29.625436
2024,Thompson,29.717863,29.063814,30.371912
2024,M. Mena,29.060399,28.692203,29.428595
2024,Manuel Rodriguez,29.217291,28.926311,29.508271
2024,No Organizada,28.871927,27.043990,30.699863
2024,Pompeya Norte,27.717439,26.359588,29.075290
2024,Pompeya Sur,28.030755,26.978161,29.083348
2024,Valencia Alto,29.150935,28.765256,29.536614
2024,Costa Sol,27.818098,26.979676,28.656520
2024,California,29.405985,29.141219,29.670751
2024,Camilo Henriquez,28.713101,28.157554,29.268647
2024,El Bosque,27.094428,26.007631,28.181224
2024,El Sol,28.327444,27.717706,28.937182
2024,General Baquedano,29.093703,28.664049,29.523357
2024,Infante,28.094377,27.251178,28.937576
2024,Lo Gamboa,30.368703,30.145487,30.591919
2024,Los Espinos,27.740223,27.250070,28.230377
2024,Retiro,28.060999,27.326359,28.795639
2024,Viñas del Sol,27.956911,27.309791,28.604031
2024,Buenos Aires,29.253670,28.842798,29.664541
2024,Casa de Valencia,28.253989,27.441715,29.066264
2024,Hevia,29.548126,29.106217,29.990035
2024,Humbolt,28.785511,28.067684,29.503337
2024,Phillips,29.363270,28.904288,29.822251
2024,Poblacion Argentina,26.813132,25.340679,28.285584
2024,Poblacion Canal Chacao,30.624068,28.845025,32.403112
2024,San Gregorio,29.977379,29.548403,30.406356
2024,Valencia Bajo,29.539086,29.144956,29.933217
2024,Villa Paso Hondo,26.299222,24.972608,27.625836
2025,Calicheros,26.396567,24.923745,27.869389
2025,Belloto 2000,30.563525,29.650239,31.476811
2025,Belloto Centro,30.069740,29.422253,30.717227
2025,Bernando Ohiggins,29.531386,29.140617,29.922156
2025,Cruz del Sur,30.016091,29.609517,30.422665
2025,82,29.845092,28.645881,31.044303
2025,Belloto Norte,28.621395,28.055954,29.186836
2025,E.E.U.U,28.358816,27.476942,29.240690
2025,Lincoyan,29.167260,28.757209,29.577312
2025,Los Colonos,27.373056,26.288062,28.458050
2025,Patricio Lynch,28.451936,27.592573,29.311298
2025,Santa Marta,28.727559,28.125115,29.330004
2025,Cantera,29.639061,29.265850,30.012272
2025,Decimo Sector,28.323261,27.793257,28.853265
2025,Estero Viejo,29.372219,29.035046,29.709393
2025,Matilde,28.088885,26.830174,29.347596
2025,San Cristobal,28.499771,27.465954,29.533588
2025,Tierras Rojas,29.007030,28.452337,29.561722
2025,Decimo Sector,28.098844,27.384536,28.813152
2025,Matilde,27.920052,26.935743,28.904361
2025,Los Pinos,26.236916,23.687541,28.786292
2025,Marga Marga,27.318275,25.413026,29.223525
2025,60,27.937905,27.140039,28.735771
2025,Castillo Blanco,29.284205,28.719899,29.848512
2025,El Tranque,28.759810,28.377604,29.142015
2025,Jose Miguel Carrera,28.949520,28.609815,29.289224
2025,Las Rosas,28.929828,28.478697,29.380960
2025,Piloto Pardo,28.652878,28.222999,29.082757
2025,Porvenir,26.003665,24.595743,27.411588
2025,Textil Viña,29.298438,28.957642,29.639235
2025,21 de Mayo,27.959526,27.458236,28.460817
2025,Barros Arana,29.135140,28.829060,29.441221
2025,La Granja,28.265344,27.785737,28.744950
2025,Las Viñas,28.032844,27.351801,28.713888
2025,Los Estanques,27.476624,26.752450,28.200799
2025,Mena,28.707630,28.283020,29.132240
2025,Pedro Montt,28.592128,28.213369,28.970887
2025,Victoria Oriente,28.420584,27.924607,28.916561
2025,Victoria Poniente,28.024085,27.608219,28.439950
2025,Villa Olimpica,28.786422,28.061482,29.511362
2025,Araya,28.558122,28.045224,29.071021
2025,Arturo Prat,28.721087,28.480829,28.961345
2025,Blanco,28.667150,28.209588,29.124712
2025,Centro,28.893946,28.249414,29.538478
2025,Colina de Oro,25.300842,23.440629,27.161055
2025,El Esfuerzo,28.674410,28.388400,28.960420
2025,Emparte,28.800840,28.635494,28.966187
2025,Esmeralda,26.794338,25.889969,27.698707
2025,Liceo,28.867151,28.439129,29.295172
2025,Poblacion Esperanza,28.295640,27.685811,28.905469
2025,Poblacion Ferroviaria,28.976606,28.313537,29.639675
2025,R. Sotomayor,28.634246,27.978776,29.289716
2025,San Cristobal2,29.140238,28.371208,29.909268
2025,Sol del Pacifico,29.116630,28.612974,29.620285
2025,Soublete (Francisco Bilbao),28.404457,27.878403,28.930511
2025,Thompson,28.779684,28.093592,29.465776
2025,M. Mena,27.349891,26.882050,27.817733
2025,Manuel Rodriguez,27.527244,27.173436,27.881052
2025,No Organizada,25.295591,23.529745,27.061437
2025,Pompeya Norte,25.842050,24.583146,27.100955
2025,Pompeya Sur,25.883001,24.906511,26.859492
2025,Valencia Alto,26.799616,26.381652,27.217581
2025,Costa Sol,25.439859,24.529668,26.350050
2025,California,29.561145,29.291754,29.830535
2025,Camilo Henriquez,28.219634,27.694682,28.744586
2025,El Bosque,25.817749,24.814066,26.821432
2025,El Sol,27.808671,26.990004,28.627339
2025,General Baquedano,28.572587,27.925443,29.219731
2025,Infante,26.911756,25.848200,27.975312
2025,Lo Gamboa,30.221008,29.931421,30.510596
2025,Los Espinos,27.438924,26.893203,27.984646
2025,Retiro,27.358427,26.468780,28.248073
2025,Viñas del Sol,27.453954,26.622876,28.285031
2025,Buenos Aires,28.012624,27.573080,28.452167
2025,Casa de Valencia,26.597338,25.751201,27.443475
2025,Hevia,27.737623,27.474649,28.000597
2025,Humbolt,27.591761,26.881095,28.302428
2025,Phillips,28.124993,27.628786,28.621200
2025,Poblacion Argentina,24.188543,22.279979,26.097107
2025,Poblacion Canal Chacao,27.436768,25.903723,28.969814
2025,San Gregorio,28.143289,27.640850,28.645728
2025,Valencia Bajo,27.846839,27.362665,28.331013
2025,Villa Paso Hondo,25.175379,23.625382,26.725377
