MANZENT,Month,NDVI,NDVI_p25,NDVI_p75,anio_actual
5801121003021,12.0,0.2077,0.1836,0.2119,-9999.0000
5801021003024,12.0,0.1318,0.1213,0.1354,-9999.0000
5801081003028,12.0,0.2667,0.2316,0.2828,-9999.0000
5801081002034,12.0,0.2692,0.2443,0.3273,-9999.0000
5801121001027,12.0,0.2249,0.2051,0.2372,-9999.0000
5801021003031,12.0,0.1645,0.1527,0.1888,-9999.0000
5801021005026,12.0,0.1032,0.0974,0.1129,-9999.0000
5801021004018,12.0,0.1916,0.1824,0.1985,-9999.0000
5801121009025,12.0,0.0524,0.0510,0.0565,-9999.0000
5801121009026,12.0,0.0707,0.0690,0.0755,-9999.0000
5801121004020,12.0,0.0939,0.0902,0.0950,-9999.0000
5801101003013,12.0,0.0856,0.0827,0.1019,-9999.0000
5801011004056,12.0,0.2138,0.2033,0.2355,-9999.0000
5801091003020,12.0,0.1695,0.1471,0.1895,-9999.0000
5801081004062,12.0,0.1113,0.1016,0.1224,-9999.0000
5801091004043,12.0,0.0564,0.0532,0.0611,-9999.0000
5801111004011,12.0,0.1066,0.1011,0.1119,-9999.0000
5801091004034,12.0,0.0864,0.0827,0.0926,-9999.0000
5801021006008,12.0,0.1057,0.0997,0.1212,-9999.0000
5801091006005,12.0,0.1215,0.1121,0.1259,-9999.0000
5801091001007,12.0,0.2200,0.1879,0.2290,-9999.0000
5801081003042,12.0,0.1513,0.1318,0.1578,-9999.0000
5801091005039,12.0,0.1508,0.1400,0.1550,-9999.0000
5801121001036,12.0,0.1777,0.1590,0.1934,-9999.0000
5801121009024,12.0,0.0897,0.0802,0.0921,-9999.0000
5801121009029,12.0,0.1329,0.1323,0.1385,-9999.0000
5801101004018,12.0,0.0661,0.0613,0.0691,-9999.0000
5801081005042,12.0,0.2605,0.2538,0.2845,-9999.0000
5801101003060,12.0,0.2345,0.2062,0.2416,-9999.0000
5801121003010,12.0,0.1949,0.1819,0.2022,-9999.0000
5801021006015,12.0,0.2171,0.1981,0.2326,-9999.0000
5801091007026,12.0,0.1235,0.1156,0.1307,-9999.0000
5801111002001,12.0,0.1751,0.1632,0.1838,-9999.0000
5801101003032,12.0,0.2084,0.1933,0.2355,-9999.0000
5801121001006,12.0,0.1139,0.1065,0.1224,-9999.0000
5801021001024,12.0,0.1605,0.1520,0.1674,-9999.0000
5801021004901,12.0,0.3415,0.3021,0.3522,-9999.0000
5801021004901,12.0,0.3178,0.3001,0.3451,-9999.0000
5801021004901,12.0,0.1890,0.1734,0.2413,-9999.0000
5801021004901,12.0,0.2442,0.2245,0.2549,-9999.0000
5801021004901,12.0,0.1718,0.1558,0.1789,-9999.0000
5801021004901,12.0,0.2257,0.2139,0.2355,-9999.0000
5801021004901,12.0,0.1970,0.1846,0.2029,-9999.0000
5801021004901,12.0,0.1643,0.1609,0.1672,-9999.0000
5801091001004,12.0,0.2049,0.1831,0.2174,-9999.0000
5801101004009,12.0,0.0840,0.0761,0.0972,-9999.0000
5801011005018,12.0,0.1504,0.1325,0.1609,-9999.0000
5801011005037,12.0,0.1955,0.1903,0.2033,-9999.0000
5801021003016,12.0,0.1628,0.1584,0.1747,-9999.0000
5801081002061,12.0,0.1252,0.1222,0.1400,-9999.0000
5801121006021,12.0,0.1846,0.1605,0.1950,-9999.0000
5801101004016,12.0,0.0655,0.0604,0.0848,-9999.0000
5801011005028,12.0,0.1079,0.1066,0.1127,-9999.0000
5801081001024,12.0,0.1383,0.1263,0.1466,-9999.0000
5801011003026,12.0,0.1617,0.1502,0.1649,-9999.0000
5801081002058,12.0,0.0972,0.0918,0.1246,-9999.0000
5801021004004,12.0,0.1365,0.1253,0.1393,-9999.0000
5801101004014,12.0,0.1066,0.1032,0.1159,-9999.0000
5801011004058,12.0,0.2089,0.1989,0.2142,-9999.0000
5801011004053,12.0,0.2965,0.2558,0.3084,-9999.0000
5801021001003,12.0,0.1256,0.1249,0.1512,-9999.0000
5801121003034,12.0,0.1798,0.1740,0.2003,-9999.0000
5801091001032,12.0,0.1457,0.1364,0.1566,-9999.0000
5801111004021,12.0,0.1553,0.1450,0.1692,-9999.0000
5801121008017,12.0,0.1238,0.1189,0.1362,-9999.0000
5801101001013,12.0,0.2104,0.1970,0.2233,-9999.0000
5801121009016,12.0,0.0999,0.0957,0.1090,-9999.0000
5801121006022,12.0,0.1731,0.1607,0.1954,-9999.0000
5801081004003,12.0,0.1834,0.1655,0.1918,-9999.0000
5801101005025,12.0,0.1547,0.1486,0.1946,-9999.0000
5801101004010,12.0,0.0638,0.0580,0.0697,-9999.0000
5801091001009,12.0,0.2235,0.2183,0.2421,-9999.0000
5801081004087,12.0,0.1151,0.1009,0.1204,-9999.0000
5801081003041,12.0,0.2062,0.1857,0.2168,-9999.0000
5801121003036,12.0,0.2245,0.2007,0.2335,-9999.0000
5801111004038,12.0,0.1088,0.1057,0.1326,-9999.0000
5801111004040,12.0,0.1464,0.1352,0.1532,-9999.0000
5801011002027,12.0,0.1898,0.1730,0.2106,-9999.0000
5801081005018,12.0,0.1626,0.1535,0.1881,-9999.0000
5801121001044,12.0,0.2362,0.2098,0.2477,-9999.0000
5801091004044,12.0,0.0573,0.0531,0.0681,-9999.0000
5801081005045,12.0,0.1518,0.1447,0.1851,-9999.0000
5801121003028,12.0,0.2988,0.2661,0.3058,-9999.0000
5801111003030,12.0,0.1168,0.1104,0.1328,-9999.0000
5801011003041,12.0,0.1875,0.1643,0.2022,-9999.0000
5801091002017,12.0,0.1113,0.1011,0.1162,-9999.0000
5801091002019,12.0,0.0765,0.0746,0.0808,-9999.0000
5801091002020,12.0,0.0940,0.0880,0.0980,-9999.0000
5801101004011,12.0,0.0529,0.0487,0.0572,-9999.0000
5801081002021,12.0,0.2151,0.1967,0.2299,-9999.0000
5801101003031,12.0,0.1837,0.1664,0.1881,-9999.0000
5801121001004,12.0,0.2196,0.2065,0.2414,-9999.0000
5801091006038,12.0,0.1267,0.1194,0.1501,-9999.0000
5801121006006,12.0,0.2064,0.1937,0.2182,-9999.0000
5801091004035,12.0,0.0968,0.0902,0.1014,-9999.0000
5801081002052,12.0,0.1503,0.1406,0.1753,-9999.0000
5801091002026,12.0,0.1136,0.1082,0.1247,-9999.0000
5801021002014,12.0,0.1206,0.1171,0.1232,-9999.0000
5801121008014,12.0,0.1044,0.1022,0.1110,-9999.0000
5801011004055,12.0,0.1963,0.1868,0.2138,-9999.0000
5801081003002,12.0,0.1844,0.1707,0.1898,-9999.0000
5801111002044,12.0,0.2087,0.1860,0.2213,-9999.0000
5801111003002,12.0,0.1587,0.1468,0.1831,-9999.0000
5801091004059,12.0,0.1867,0.1799,0.2171,-9999.0000
5801021003025,12.0,0.1088,0.0993,0.1163,-9999.0000
5801081002064,12.0,0.1288,0.1235,0.1505,-9999.0000
5801121004013,12.0,0.1956,0.1760,0.2087,-9999.0000
5801021002058,12.0,0.0829,0.0750,0.0859,-9999.0000
5801121007053,12.0,0.0858,0.0833,0.0914,-9999.0000
5801101001042,12.0,0.1510,0.1382,0.1630,-9999.0000
5801121001038,12.0,0.2098,0.1898,0.2224,-9999.0000
5801091003022,12.0,0.1732,0.1499,0.1862,-9999.0000
5801121003007,12.0,0.2032,0.1690,0.2175,-9999.0000
5801091001006,12.0,0.1391,0.1213,0.1421,-9999.0000
5801121001045,12.0,0.2900,0.2656,0.3019,-9999.0000
5801021001023,12.0,0.1125,0.1081,0.1403,-9999.0000
5801101002034,12.0,0.1428,0.1366,0.1517,-9999.0000
5801111004501,12.0,0.1178,0.1083,0.1218,-9999.0000
5801011004017,12.0,0.2721,0.2386,0.2961,-9999.0000
5801111002040,12.0,0.1576,0.1423,0.1623,-9999.0000
5801111003007,12.0,0.1756,0.1537,0.1885,-9999.0000
5801121003014,12.0,0.1455,0.1388,0.1677,-9999.0000
5801091007003,12.0,0.1015,0.0937,0.1091,-9999.0000
5801021004002,12.0,0.1309,0.1156,0.1341,-9999.0000
5801091005034,12.0,0.1442,0.1362,0.1475,-9999.0000
5801101004032,12.0,0.0534,0.0479,0.0615,-9999.0000
5801011004015,12.0,0.2626,0.2342,0.2877,-9999.0000
5801101003020,12.0,0.2335,0.2121,0.2423,-9999.0000
5801021001014,12.0,0.1322,0.1291,0.1653,-9999.0000
5801091006013,12.0,0.1379,0.1262,0.1612,-9999.0000
5801111001015,12.0,0.1778,0.1496,0.1818,-9999.0000
5801091002021,12.0,0.0910,0.0813,0.0928,-9999.0000
5801011004035,12.0,0.2248,0.2149,0.2413,-9999.0000
5801101003007,12.0,0.2999,0.2612,0.3127,-9999.0000
5801011002025,12.0,0.2396,0.2165,0.2597,-9999.0000
5801011005050,12.0,0.1277,0.1225,0.1393,-9999.0000
5801091001012,12.0,0.1747,0.1677,0.1788,-9999.0000
5801111004023,12.0,0.1448,0.1246,0.1660,-9999.0000
5801081002031,12.0,0.1472,0.1428,0.1690,-9999.0000
5801021002027,12.0,0.1329,0.1153,0.1414,-9999.0000
5801011004042,12.0,0.1700,0.1639,0.1806,-9999.0000
5801121001034,12.0,0.1666,0.1624,0.1775,-9999.0000
5801101002023,12.0,0.1009,0.0942,0.1073,-9999.0000
5801091007029,12.0,0.2079,0.1858,0.2112,-9999.0000
5801121003006,12.0,0.1750,0.1703,0.1930,-9999.0000
5801081005056,12.0,0.1336,0.1209,0.1581,-9999.0000
5801111002027,12.0,0.1780,0.1674,0.1885,-9999.0000
5801091002028,12.0,0.1521,0.1498,0.1691,-9999.0000
5801121007051,12.0,0.0834,0.0823,0.0872,-9999.0000
5801101004021,12.0,0.1112,0.0987,0.1212,-9999.0000
5801081002005,12.0,0.1117,0.1021,0.1246,-9999.0000
5801081001028,12.0,0.1155,0.1095,0.1297,-9999.0000
5801091006037,12.0,0.1494,0.1372,0.1674,-9999.0000
5801091006001,12.0,0.1062,0.0990,0.1121,-9999.0000
5801021004032,12.0,0.3127,0.2912,0.3243,-9999.0000
5801121009035,12.0,0.0682,0.0669,0.0724,-9999.0000
5801101002502,12.0,0.0964,0.0892,0.0992,-9999.0000
5801081002007,12.0,0.0823,0.0775,0.0908,-9999.0000
5801091001028,12.0,0.1523,0.1474,0.1569,-9999.0000
5801011003042,12.0,0.1740,0.1538,0.1804,-9999.0000
5801091004006,12.0,0.0782,0.0748,0.0917,-9999.0000
5801081005017,12.0,0.1479,0.1296,0.1632,-9999.0000
5801111004012,12.0,0.0978,0.0898,0.1015,-9999.0000
5801081003023,12.0,0.1883,0.1721,0.1997,-9999.0000
5801021004012,12.0,0.2422,0.2272,0.2555,-9999.0000
5801021002059,12.0,0.0629,0.0538,0.0659,-9999.0000
5801081002006,12.0,0.0956,0.0912,0.1056,-9999.0000
5801091003019,12.0,0.1726,0.1672,0.1842,-9999.0000
5801091004045,12.0,0.0671,0.0651,0.0690,-9999.0000
5801081002056,12.0,0.1447,0.1368,0.1608,-9999.0000
5801091003003,12.0,0.1068,0.0961,0.1091,-9999.0000
5801091003012,12.0,0.1935,0.1838,0.2288,-9999.0000
5801091007009,12.0,0.0878,0.0817,0.1065,-9999.0000
5801121001035,12.0,0.1569,0.1536,0.1768,-9999.0000
5801021005027,12.0,0.0885,0.0828,0.1016,-9999.0000
5801121004040,12.0,0.1498,0.1318,0.1528,-9999.0000
5801121004043,12.0,0.0968,0.0910,0.1022,-9999.0000
5801111004015,12.0,0.0671,0.0632,0.0776,-9999.0000
5801091007033,12.0,0.2035,0.1815,0.2269,-9999.0000
5801021002035,12.0,0.1423,0.1302,0.1538,-9999.0000
5801111003020,12.0,0.1350,0.1171,0.1612,-9999.0000
5801111004031,12.0,0.1997,0.1917,0.2379,-9999.0000
5801121006009,12.0,0.1734,0.1504,0.1870,-9999.0000
5801091001049,12.0,0.1297,0.1262,0.1470,-9999.0000
5801091004012,12.0,0.1038,0.1016,0.1188,-9999.0000
5801021001009,12.0,0.1438,0.1324,0.1470,-9999.0000
5801121001009,12.0,0.1278,0.1162,0.1560,-9999.0000
5801021005029,12.0,0.1281,0.1225,0.1457,-9999.0000
5801121007008,12.0,0.0889,0.0862,0.0984,-9999.0000
5801021002057,12.0,0.0835,0.0762,0.0898,-9999.0000
5801121008015,12.0,0.1049,0.1001,0.1074,-9999.0000
5801081002019,12.0,0.2011,0.1966,0.2421,-9999.0000
5801091004047,12.0,0.0770,0.0746,0.0829,-9999.0000
5801091002002,12.0,0.0840,0.0824,0.0881,-9999.0000
5801091007007,12.0,0.0666,0.0621,0.0815,-9999.0000
5801121004036,12.0,0.0883,0.0815,0.0886,-9999.0000
5801101002024,12.0,0.0626,0.0612,0.0710,-9999.0000
5801011005051,12.0,0.1526,0.1315,0.1591,-9999.0000
5801091004005,12.0,0.0857,0.0766,0.0917,-9999.0000
5801121006007,12.0,0.2360,0.2132,0.2634,-9999.0000
5801081002066,12.0,0.1276,0.1246,0.1498,-9999.0000
5801091005029,12.0,0.1048,0.1011,0.1225,-9999.0000
5801121003035,12.0,0.1706,0.1628,0.1765,-9999.0000
5801021005025,12.0,0.1160,0.1091,0.1330,-9999.0000
5801101002020,12.0,0.0809,0.0786,0.0926,-9999.0000
5801081001027,12.0,0.1228,0.1128,0.1349,-9999.0000
5801111002038,12.0,0.2064,0.1859,0.2180,-9999.0000
5801121008010,12.0,0.0676,0.0641,0.0721,-9999.0000
5801021002047,12.0,0.1159,0.1040,0.1192,-9999.0000
5801011002028,12.0,0.2884,0.2658,0.3004,-9999.0000
5801121003004,12.0,0.1640,0.1514,0.1852,-9999.0000
5801081003051,12.0,0.1175,0.1049,0.1206,-9999.0000
5801081003024,12.0,0.1804,0.1659,0.2013,-9999.0000
5801011004038,12.0,0.2566,0.2285,0.2670,-9999.0000
5801121001005,12.0,0.2356,0.2155,0.2418,-9999.0000
5801121003031,12.0,0.1829,0.1700,0.1980,-9999.0000
5801091002027,12.0,0.1639,0.1571,0.1747,-9999.0000
5801021003015,12.0,0.1438,0.1328,0.1555,-9999.0000
5801021006002,12.0,0.2106,0.1943,0.2243,-9999.0000
5801081002053,12.0,0.1571,0.1495,0.1720,-9999.0000
5801091003001,12.0,0.1655,0.1544,0.1797,-9999.0000
5801081002037,12.0,0.1922,0.1723,0.2082,-9999.0000
5801121006024,12.0,0.2051,0.1857,0.2319,-9999.0000
5801101004017,12.0,0.0542,0.0481,0.0590,-9999.0000
5801011005003,12.0,0.2507,0.2278,0.2598,-9999.0000
5801011004014,12.0,0.2391,0.2255,0.2681,-9999.0000
5801011004047,12.0,0.1876,0.1848,0.2084,-9999.0000
5801081001014,12.0,0.1294,0.1273,0.1319,-9999.0000
5801091002032,12.0,0.1614,0.1520,0.1734,-9999.0000
5801081004002,12.0,0.1917,0.1689,0.1991,-9999.0000
5801111002033,12.0,0.2301,0.2059,0.2377,-9999.0000
5801101005031,12.0,0.1496,0.1336,0.1596,-9999.0000
5801101003039,12.0,0.1149,0.1088,0.1202,-9999.0000
5801011003020,12.0,0.2098,0.1971,0.2171,-9999.0000
5801111002039,12.0,0.1906,0.1767,0.2114,-9999.0000
5801091004014,12.0,0.1112,0.1038,0.1251,-9999.0000
5801081002057,12.0,0.1257,0.1172,0.1274,-9999.0000
5801121001031,12.0,0.2036,0.1809,0.2095,-9999.0000
5801121006031,12.0,0.1530,0.1418,0.1598,-9999.0000
5801121004015,12.0,0.1043,0.0941,0.1052,-9999.0000
5801101004019,12.0,0.0609,0.0541,0.0644,-9999.0000
5801101004002,12.0,0.1518,0.1461,0.1617,-9999.0000
5801011004011,12.0,0.2379,0.2156,0.2493,-9999.0000
5801101005003,12.0,0.1325,0.1309,0.1463,-9999.0000
5801111001023,12.0,0.1430,0.1348,0.1457,-9999.0000
5801091001025,12.0,0.1480,0.1364,0.1583,-9999.0000
5801091005028,12.0,0.1204,0.1098,0.1306,-9999.0000
5801121008006,12.0,0.1025,0.0969,0.1140,-9999.0000
5801021001010,12.0,0.1254,0.1049,0.1298,-9999.0000
5801111003016,12.0,0.1422,0.1273,0.1445,-9999.0000
5801101003021,12.0,0.1578,0.1487,0.1763,-9999.0000
5801011002013,12.0,0.2853,0.2619,0.2897,-9999.0000
5801081003052,12.0,0.1452,0.1362,0.1560,-9999.0000
5801091007013,12.0,0.0951,0.0854,0.1015,-9999.0000
5801111003004,12.0,0.1512,0.1437,0.1902,-9999.0000
5801081003015,12.0,0.2330,0.2130,0.2551,-9999.0000
5801111001019,12.0,0.2320,0.2108,0.2374,-9999.0000
5801121009006,12.0,0.0845,0.0816,0.0896,-9999.0000
5801101004039,12.0,0.1757,0.1664,0.2044,-9999.0000
5801081001007,12.0,0.1473,0.1377,0.1561,-9999.0000
5801011003007,12.0,0.2405,0.2299,0.2681,-9999.0000
5801121002022,12.0,0.1482,0.1328,0.1663,-9999.0000
5801091001055,12.0,0.1203,0.1179,0.1257,-9999.0000
5801091002018,12.0,0.1610,0.1519,0.1715,-9999.0000
5801021005010,12.0,0.0606,0.0545,0.0742,-9999.0000
5801101004028,12.0,0.0520,0.0454,0.0552,-9999.0000
5801081002024,12.0,0.2673,0.2610,0.2888,-9999.0000
5801091002029,12.0,0.1263,0.1142,0.1299,-9999.0000
5801121003016,12.0,0.1692,0.1485,0.1762,-9999.0000
5801021004005,12.0,0.1590,0.1505,0.1666,-9999.0000
5801011001025,12.0,0.1901,0.1814,0.2138,-9999.0000
5801091003027,12.0,0.0739,0.0687,0.0865,-9999.0000
5801111002043,12.0,0.2188,0.1969,0.2361,-9999.0000
5801111004014,12.0,0.0489,0.0471,0.0501,-9999.0000
5801091005041,12.0,0.1325,0.1250,0.1392,-9999.0000
5801091003011,12.0,0.1623,0.1577,0.1754,-9999.0000
5801021002055,12.0,0.0849,0.0816,0.0891,-9999.0000
5801121009015,12.0,0.0818,0.0757,0.0891,-9999.0000
5801111002049,12.0,0.1651,0.1569,0.1825,-9999.0000
5801111004005,12.0,0.2078,0.1909,0.2234,-9999.0000
5801101002500,12.0,0.1014,0.0963,0.1165,-9999.0000
5801091001010,12.0,0.1586,0.1495,0.1770,-9999.0000
5801091007015,12.0,0.0924,0.0804,0.1038,-9999.0000
5801021004037,12.0,0.1930,0.1752,0.2067,-9999.0000
5801081002011,12.0,0.2082,0.1916,0.2143,-9999.0000
5801091001008,12.0,0.2059,0.1821,0.2176,-9999.0000
5801091005040,12.0,0.1042,0.0987,0.1074,-9999.0000
5801121001002,12.0,0.2406,0.2157,0.2482,-9999.0000
5801111003005,12.0,0.1010,0.0898,0.1083,-9999.0000
5801111003022,12.0,0.0529,0.0497,0.0602,-9999.0000
5801121002007,12.0,0.1836,0.1746,0.1924,-9999.0000
5801021005019,12.0,0.0784,0.0745,0.0826,-9999.0000
5801121008016,12.0,0.0918,0.0848,0.1060,-9999.0000
5801121008028,12.0,0.0702,0.0620,0.0725,-9999.0000
5801091005500,12.0,0.1055,0.1029,0.1134,-9999.0000
5801011003039,12.0,0.2678,0.2571,0.2844,-9999.0000
5801091001029,12.0,0.1473,0.1424,0.1539,-9999.0000
5801091003026,12.0,0.0726,0.0694,0.0887,-9999.0000
5801021001001,12.0,0.2040,0.1996,0.2122,-9999.0000
5801121003020,12.0,0.1906,0.1704,0.1945,-9999.0000
5801081002059,12.0,0.1493,0.1381,0.1549,-9999.0000
5801121007010,12.0,0.1753,0.1566,0.1790,-9999.0000
5801121009030,12.0,0.0962,0.0920,0.0990,-9999.0000
5801021003013,12.0,0.1530,0.1374,0.1638,-9999.0000
5801011003006,12.0,0.1970,0.1831,0.2092,-9999.0000
5801121006012,12.0,0.1803,0.1657,0.2143,-9999.0000
5801091006500,12.0,0.1067,0.0991,0.1113,-9999.0000
5801081004064,12.0,0.1454,0.1262,0.1458,-9999.0000
5801121004010,12.0,0.2045,0.2002,0.2304,-9999.0000
5801091001020,12.0,0.1291,0.1131,0.1358,-9999.0000
5801021005036,12.0,0.0857,0.0831,0.0945,-9999.0000
5801101004003,12.0,0.1491,0.1329,0.1587,-9999.0000
5801101005036,12.0,0.1646,0.1480,0.1690,-9999.0000
5801011005035,12.0,0.2530,0.2434,0.2645,-9999.0000
5801011001027,12.0,0.1911,0.1798,0.1997,-9999.0000
5801101003034,12.0,0.1916,0.1736,0.1964,-9999.0000
5801121008013,12.0,0.1058,0.1026,0.1097,-9999.0000
5801081002043,12.0,0.1566,0.1490,0.1778,-9999.0000
5801121009037,12.0,0.0986,0.0948,0.1080,-9999.0000
5801101002033,12.0,0.0783,0.0753,0.0971,-9999.0000
5801101005020,12.0,0.1103,0.1052,0.1147,-9999.0000
5801011004024,12.0,0.2203,0.1943,0.2443,-9999.0000
5801111002041,12.0,0.1947,0.1775,0.2217,-9999.0000
5801021003002,12.0,0.1674,0.1588,0.1701,-9999.0000
5801021003030,12.0,0.0990,0.0936,0.1114,-9999.0000
5801021003029,12.0,0.0935,0.0861,0.0958,-9999.0000
5801121001030,12.0,0.2566,0.2449,0.2617,-9999.0000
5801111002032,12.0,0.2215,0.1972,0.2243,-9999.0000
5801111003028,12.0,0.0943,0.0922,0.1105,-9999.0000
5801091005009,12.0,0.1364,0.1180,0.1596,-9999.0000
5801091006503,12.0,0.1151,0.1064,0.1228,-9999.0000
5801011003027,12.0,0.2123,0.1981,0.2223,-9999.0000
5801081001015,12.0,0.1313,0.1245,0.1427,-9999.0000
5801021001005,12.0,0.1561,0.1542,0.1868,-9999.0000
5801091003006,12.0,0.1259,0.1170,0.1351,-9999.0000
5801121007033,12.0,0.0741,0.0701,0.0810,-9999.0000
5801121008011,12.0,0.0891,0.0811,0.0933,-9999.0000
5801011002024,12.0,0.2658,0.2385,0.2750,-9999.0000
5801011003031,12.0,0.2030,0.1946,0.2059,-9999.0000
5801021001013,12.0,0.1807,0.1632,0.2036,-9999.0000
5801091001043,12.0,0.1317,0.1251,0.1344,-9999.0000
5801091005022,12.0,0.1298,0.1253,0.1332,-9999.0000
5801081004048,12.0,0.1812,0.1668,0.2061,-9999.0000
5801121006027,12.0,0.1414,0.1306,0.1460,-9999.0000
5801101004015,12.0,0.0539,0.0527,0.0588,-9999.0000
5801101004024,12.0,0.1139,0.1116,0.1263,-9999.0000
5801101005019,12.0,0.0814,0.0799,0.0850,-9999.0000
5801081002014,12.0,0.1621,0.1541,0.1692,-9999.0000
5801121008007,12.0,0.0946,0.0894,0.1078,-9999.0000
5801021003017,12.0,0.0979,0.0938,0.1087,-9999.0000
5801091007014,12.0,0.1102,0.1015,0.1207,-9999.0000
5801011004032,12.0,0.2675,0.2506,0.2785,-9999.0000
5801081002027,12.0,0.1324,0.1236,0.1601,-9999.0000
5801081005022,12.0,0.1829,0.1665,0.1969,-9999.0000
5801011005044,12.0,0.1340,0.1287,0.1378,-9999.0000
5801011003040,12.0,0.2632,0.2338,0.2808,-9999.0000
5801121008012,12.0,0.0943,0.0927,0.0968,-9999.0000
5801011004021,12.0,0.2126,0.2071,0.2485,-9999.0000
5801091003028,12.0,0.0984,0.0934,0.1100,-9999.0000
5801111004003,12.0,0.1702,0.1589,0.1799,-9999.0000
5801111003023,12.0,0.0629,0.0591,0.0704,-9999.0000
5801091005044,12.0,0.1549,0.1505,0.1633,-9999.0000
5801021003033,12.0,0.1385,0.1307,0.1540,-9999.0000
5801121009038,12.0,0.1047,0.1033,0.1069,-9999.0000
5801081004059,12.0,0.1584,0.1509,0.1822,-9999.0000
5801111002042,12.0,0.1427,0.1360,0.1559,-9999.0000
5801021003020,12.0,0.0903,0.0857,0.1016,-9999.0000
5801081005005,12.0,0.0581,0.0492,0.0625,-9999.0000
5801101005022,12.0,0.1904,0.1739,0.2004,-9999.0000
5801091001011,12.0,0.1584,0.1557,0.1790,-9999.0000
5801081002010,12.0,0.1542,0.1483,0.1603,-9999.0000
5801081004027,12.0,0.1786,0.1612,0.1960,-9999.0000
5801011005040,12.0,0.2130,0.1934,0.2188,-9999.0000
5801091004061,12.0,0.1676,0.1555,0.1886,-9999.0000
5801121004016,12.0,0.0948,0.0877,0.1017,-9999.0000
5801011005501,12.0,0.2647,0.2423,0.2899,-9999.0000
5801091001016,12.0,0.2049,0.1927,0.2196,-9999.0000
5801111002050,12.0,0.2005,0.1815,0.2144,-9999.0000
5801021001011,12.0,0.1572,0.1464,0.1870,-9999.0000
5801091007016,12.0,0.0987,0.0878,0.1017,-9999.0000
5801111002030,12.0,0.1910,0.1729,0.2107,-9999.0000
5801121009005,12.0,0.0935,0.0901,0.0988,-9999.0000
5801081001023,12.0,0.1321,0.1219,0.1399,-9999.0000
5801091005019,12.0,0.1201,0.1173,0.1271,-9999.0000
5801111001007,12.0,0.1550,0.1416,0.2304,-9999.0000
5801011001028,12.0,0.1680,0.1580,0.1948,-9999.0000
5801091007028,12.0,0.0926,0.0905,0.1017,-9999.0000
5801121008004,12.0,0.0850,0.0806,0.0903,-9999.0000
5801021003023,12.0,0.1250,0.1200,0.1339,-9999.0000
5801121009003,12.0,0.0719,0.0685,0.0740,-9999.0000
5801091006035,12.0,0.1322,0.1299,0.1464,-9999.0000
5801011003051,12.0,0.2063,0.1982,0.2258,-9999.0000
5801011004045,12.0,0.2095,0.1996,0.2175,-9999.0000
5801121001011,12.0,0.1770,0.1696,0.1966,-9999.0000
5801081002050,12.0,0.1337,0.1172,0.1448,-9999.0000
5801081001009,12.0,0.1436,0.1364,0.1471,-9999.0000
5801101003033,12.0,0.1948,0.1824,0.2035,-9999.0000
5801091003029,12.0,0.2276,0.2143,0.2513,-9999.0000
5801081003006,12.0,0.1101,0.1036,0.1171,-9999.0000
5801121008008,12.0,0.0662,0.0637,0.0717,-9999.0000
5801011005027,12.0,0.0925,0.0892,0.1016,-9999.0000
5801121008025,12.0,0.1692,0.1598,0.1792,-9999.0000
5801121003019,12.0,0.2353,0.2141,0.2466,-9999.0000
5801111004030,12.0,0.1621,0.1447,0.1729,-9999.0000
5801121005009,12.0,0.1262,0.1160,0.1307,-9999.0000
5801011002029,12.0,0.3394,0.3096,0.3494,-9999.0000
5801021003038,12.0,0.1279,0.1236,0.1573,-9999.0000
5801121009004,12.0,0.1686,0.1565,0.1726,-9999.0000
5801121008009,12.0,0.0698,0.0630,0.0801,-9999.0000
5801091005033,12.0,0.1259,0.1171,0.1339,-9999.0000
5801111004001,12.0,0.1468,0.1355,0.1597,-9999.0000
5801111004010,12.0,0.0931,0.0890,0.0972,-9999.0000
5801101001505,12.0,0.3225,0.2923,0.3334,-9999.0000
5801021001002,12.0,0.1231,0.1205,0.1385,-9999.0000
5801121003012,12.0,0.2272,0.2072,0.2422,-9999.0000
5801111001011,12.0,0.2510,0.2125,0.2601,-9999.0000
5801091005501,12.0,0.1163,0.1091,0.1231,-9999.0000
5801081002017,12.0,0.1077,0.1005,0.1150,-9999.0000
5801101003048,12.0,0.2121,0.1931,0.2198,-9999.0000
5801121004009,12.0,0.1915,0.1852,0.2228,-9999.0000
5801101003043,12.0,0.1190,0.1073,0.1269,-9999.0000
5801091006032,12.0,0.1197,0.1120,0.1269,-9999.0000
5801091006021,12.0,0.1901,0.1705,0.1972,-9999.0000
5801121006030,12.0,0.1236,0.1196,0.1441,-9999.0000
5801121006026,12.0,0.1265,0.1185,0.1276,-9999.0000
5801101002012,12.0,0.1301,0.1248,0.1390,-9999.0000
5801121003026,12.0,0.2779,0.2615,0.2897,-9999.0000
5801091007002,12.0,0.0870,0.0768,0.1038,-9999.0000
5801011005038,12.0,0.2038,0.1996,0.2461,-9999.0000
5801121005008,12.0,0.1843,0.1649,0.1952,-9999.0000
5801101003003,12.0,0.2369,0.2114,0.2475,-9999.0000
5801021006023,12.0,0.0959,0.0883,0.1013,-9999.0000
5801091001005,12.0,0.1495,0.1411,0.1552,-9999.0000
5801121001021,12.0,0.1917,0.1896,0.2252,-9999.0000
5801121009002,12.0,0.0598,0.0559,0.0672,-9999.0000
5801011005062,12.0,0.1486,0.1436,0.1661,-9999.0000
