MANZENT,Month,NDVI,NDVI_p25,NDVI_p75,anio_actual
5801091006013,2.0,0.1270,0.1090,0.1314,0.1294
5801111001015,2.0,0.1418,0.1254,0.1529,0.1686
5801091002021,2.0,0.0800,0.0703,0.0832,0.0868
5801011004035,2.0,0.1966,0.1797,0.2119,0.2228
5801101003007,2.0,0.2567,0.2308,0.2693,0.2935
5801011002025,2.0,0.2011,0.1697,0.2095,0.2265
5801011005050,2.0,0.1137,0.1042,0.1214,0.1218
5801091001012,2.0,0.1571,0.1452,0.1624,0.1654
5801111004023,2.0,0.1241,0.1120,0.1375,0.1425
5801081002031,2.0,0.1160,0.0711,0.1410,0.0669
5801021002027,2.0,0.1109,0.1004,0.1263,0.1437
5801011004042,2.0,0.1483,0.1387,0.1596,0.1669
5801121001034,2.0,0.1580,0.1536,0.1691,0.1727
5801101002023,2.0,0.0936,0.0919,0.0972,0.0934
5801091007029,2.0,0.1778,0.1619,0.1841,0.2001
5801121003006,2.0,0.1654,0.1502,0.1732,0.1722
5801081005056,2.0,0.1071,0.0994,0.1215,0.1215
5801111002027,2.0,0.1640,0.1453,0.1734,0.1611
5801091002028,2.0,0.1395,0.1215,0.1426,0.1399
5801121007051,2.0,0.0799,0.0689,0.0834,0.0902
5801101004021,2.0,0.0942,0.0840,0.1017,0.1114
5801081002005,2.0,0.0980,0.0923,0.1087,0.1108
5801081001028,2.0,0.1032,0.0910,0.1117,0.1050
5801091006037,2.0,0.1330,0.1123,0.1357,0.1348
5801091006001,2.0,0.0964,0.0867,0.1015,0.1015
5801021004032,2.0,0.2652,0.2327,0.2833,0.2920
5801121009035,2.0,0.0627,0.0593,0.0671,0.0647
5801101002502,2.0,0.0879,0.0716,0.0931,0.0965
5801081002007,2.0,0.0693,0.0661,0.0772,0.0703
5801091001028,2.0,0.1459,0.1419,0.1501,0.1501
5801011003042,2.0,0.1484,0.1366,0.1608,0.1751
5801091004006,2.0,0.0790,0.0732,0.0828,0.0810
5801081005017,2.0,0.1246,0.1088,0.1430,0.1387
5801111004012,2.0,0.0854,0.0803,0.0902,0.0955
5801081003023,2.0,0.1625,0.1450,0.1701,0.1701
5801021004012,2.0,0.2315,0.2182,0.2447,0.2503
5801021002059,2.0,0.0502,0.0444,0.0532,0.0593
5801081002006,2.0,0.0804,0.0773,0.0907,0.0808
5801091003019,2.0,0.1536,0.1439,0.1612,0.1628
5801091004045,2.0,0.0576,0.0567,0.0603,0.0628
5801081002056,2.0,0.1186,0.1143,0.1372,0.1372
5801091003003,2.0,0.0933,0.0844,0.0956,0.1040
5801091003012,2.0,0.1881,0.1755,0.1964,0.1964
5801091007009,2.0,0.0771,0.0717,0.0952,0.0762
5801121001035,2.0,0.1499,0.1399,0.1626,0.1671
5801021005027,2.0,0.0798,0.0752,0.0823,0.0823
5801121004040,2.0,0.1302,0.1103,0.1326,0.1393
5801121004043,2.0,0.0822,0.0710,0.0921,0.0790
5801111004015,2.0,0.0569,0.0551,0.0621,0.0573
5801091007033,2.0,0.1899,0.1582,0.1941,0.1941
5801021002035,2.0,0.1250,0.1138,0.1426,0.1489
5801111003020,2.0,0.1128,0.1002,0.1433,0.1675
5801111004031,2.0,0.1709,0.1636,0.1918,0.1832
5801121006009,2.0,0.1482,0.1245,0.1559,0.1614
5801091001049,2.0,0.1191,0.1118,0.1262,0.1262
5801091004012,2.0,0.0986,0.0965,0.1080,0.0986
5801021001009,2.0,0.1170,0.1083,0.1261,0.1298
5801121001009,2.0,0.1238,0.1060,0.1281,0.1274
5801021005029,2.0,0.1189,0.1103,0.1242,0.1193
5801121007008,2.0,0.0896,0.0797,0.0933,0.0900
5801021002057,2.0,0.0743,0.0678,0.0772,0.0816
5801121008015,2.0,0.0918,0.0881,0.0982,0.1020
5801081002019,2.0,0.1799,0.1589,0.1849,0.1849
5801091004047,2.0,0.0703,0.0681,0.0716,0.0710
5801091002002,2.0,0.0750,0.0685,0.0826,0.0826
5801091007007,2.0,0.0550,0.0527,0.0689,0.0555
5801121004036,2.0,0.0761,0.0664,0.0800,0.0827
5801101002024,2.0,0.0544,0.0530,0.0616,0.0537
5801011005051,2.0,0.1351,0.1192,0.1405,0.1570
5801091004005,2.0,0.0799,0.0727,0.0810,0.0867
5801121006007,2.0,0.2068,0.1824,0.2176,0.2176
5801081002066,2.0,0.1094,0.1052,0.1222,0.1172
5801091005029,2.0,0.0971,0.0880,0.0992,0.0989
5801121003035,2.0,0.1526,0.1353,0.1577,0.1579
5801021005025,2.0,0.1071,0.0938,0.1106,0.1077
5801101002020,2.0,0.0754,0.0661,0.0859,0.0753
5801081001027,2.0,0.1075,0.1015,0.1206,0.1015
5801111002038,2.0,0.1717,0.1555,0.1823,0.1949
5801121008010,2.0,0.0602,0.0525,0.0654,0.0715
5801021002047,2.0,0.1031,0.0914,0.1086,0.1241
5801011002028,2.0,0.2443,0.2250,0.2638,0.2787
5801121003004,2.0,0.1461,0.1361,0.1579,0.1574
5801081003051,2.0,0.0943,0.0856,0.0988,0.1131
5801081003024,2.0,0.1634,0.1489,0.1696,0.1696
5801011004038,2.0,0.2171,0.1871,0.2409,0.2555
5801121001005,2.0,0.2086,0.1902,0.2155,0.2290
5801121003031,2.0,0.1649,0.1426,0.1680,0.1726
5801091002027,2.0,0.1447,0.1382,0.1624,0.1437
5801021003015,2.0,0.1258,0.1120,0.1304,0.1304
5801021006002,2.0,0.1932,0.1803,0.2001,0.2079
5801081002053,2.0,0.1302,0.1176,0.1409,0.1497
5801091003001,2.0,0.1495,0.1426,0.1511,0.1504
5801081002037,2.0,0.1575,0.0943,0.1777,0.0943
5801121006024,2.0,0.1907,0.1685,0.1964,0.1590
5801101004017,2.0,0.0462,0.0390,0.0502,0.0502
5801011005003,2.0,0.2229,0.1907,0.2379,0.2550
5801011004014,2.0,0.2119,0.1880,0.2249,0.2249
5801011004047,2.0,0.1668,0.1623,0.1819,0.1666
5801081001014,2.0,0.1169,0.1085,0.1197,0.1306
5801091002032,2.0,0.1454,0.1248,0.1491,0.1500
5801081004002,2.0,0.1667,0.1486,0.1744,0.1834
5801111002033,2.0,0.2030,0.1788,0.2103,0.2103
5801101005031,2.0,0.1361,0.1192,0.1371,0.1499
5801101003039,2.0,0.1020,0.0929,0.1040,0.1096
5801011003020,2.0,0.1833,0.1742,0.1940,0.2030
5801111002039,2.0,0.1643,0.1500,0.1792,0.1773
5801091004014,2.0,0.0954,0.0840,0.1000,0.0953
5801081002057,2.0,0.1101,0.0978,0.1142,0.1221
5801121001031,2.0,0.1760,0.1654,0.1889,0.1974
5801121006031,2.0,0.1325,0.1233,0.1407,0.1557
5801121004015,2.0,0.0914,0.0877,0.0976,0.1073
5801101004019,2.0,0.0471,0.0402,0.0528,0.0528
5801101004002,2.0,0.1326,0.1263,0.1394,0.1599
5801011004011,2.0,0.1892,0.1665,0.2067,0.2202
5801101005003,2.0,0.1232,0.1145,0.1290,0.1290
5801111001023,2.0,0.1217,0.1106,0.1233,0.1348
5801091001025,2.0,0.1351,0.1166,0.1377,0.1435
5801091005028,2.0,0.0953,0.0881,0.1116,0.0982
5801121008006,2.0,0.0918,0.0879,0.1114,0.1170
5801021001010,2.0,0.1001,0.0853,0.1093,0.1214
5801111003016,2.0,0.1163,0.1022,0.1264,0.1353
5801101003021,2.0,0.1422,0.1222,0.1458,0.1575
5801011002013,2.0,0.2436,0.2312,0.2551,0.2788
5801081003052,2.0,0.1208,0.1137,0.1289,0.1370
5801091007013,2.0,0.0826,0.0770,0.0875,0.0923
5801111003004,2.0,0.1383,0.1263,0.1568,0.1301
5801081003015,2.0,0.2037,0.1833,0.2082,0.2160
5801111001019,2.0,0.1935,0.1655,0.2015,0.2073
5801121009006,2.0,0.0741,0.0681,0.0824,0.0784
5801101004039,2.0,0.1699,0.1467,0.1719,0.1741
5801081001007,2.0,0.1236,0.1067,0.1401,0.1067
5801011003007,2.0,0.2280,0.2071,0.2453,0.2453
5801121002022,2.0,0.1378,0.1172,0.1449,0.1468
5801091001055,2.0,0.1070,0.1014,0.1184,0.1222
5801091002018,2.0,0.1428,0.1393,0.1490,0.1523
5801021005010,2.0,0.0567,0.0463,0.0664,0.0711
5801101004028,2.0,0.0377,0.0339,0.0418,0.0452
5801081002024,2.0,0.2372,0.2138,0.2457,0.2531
5801091002029,2.0,0.1101,0.0994,0.1157,0.1233
5801121003016,2.0,0.1442,0.1347,0.1524,0.1684
5801021004005,2.0,0.1480,0.1380,0.1533,0.1581
5801011001025,2.0,0.1629,0.1553,0.2076,0.1553
5801091003027,2.0,0.0658,0.0593,0.0705,0.0587
5801111002043,2.0,0.1975,0.1690,0.2051,0.2294
5801111004014,2.0,0.0396,0.0341,0.0444,0.0433
5801091005041,2.0,0.1273,0.1183,0.1351,0.1299
5801091003011,2.0,0.1447,0.1295,0.1495,0.1565
5801021002055,2.0,0.0762,0.0692,0.0818,0.0692
5801121009015,2.0,0.0742,0.0651,0.0770,0.0823
5801111002049,2.0,0.1498,0.1333,0.1573,0.1544
5801111004005,2.0,0.1865,0.1677,0.1992,0.2131
5801101002500,2.0,0.0925,0.0802,0.1026,0.1026
5801091001010,2.0,0.1489,0.1414,0.1590,0.1515
5801091007015,2.0,0.0790,0.0688,0.0861,0.0861
5801021004037,2.0,0.1752,0.1581,0.1793,0.1772
5801081002011,2.0,0.1854,0.1606,0.1908,0.2002
5801091001008,2.0,0.1886,0.1644,0.1953,0.2104
5801091005040,2.0,0.0909,0.0863,0.0988,0.1060
5801121001002,2.0,0.2167,0.2024,0.2363,0.2411
5801111003005,2.0,0.0857,0.0818,0.1011,0.1065
5801111003022,2.0,0.0444,0.0385,0.0535,0.0463
5801121002007,2.0,0.1767,0.1666,0.1824,0.1824
5801021005019,2.0,0.0679,0.0650,0.0748,0.0784
5801121008016,2.0,0.0797,0.0753,0.0894,0.0766
5801121008028,2.0,0.0537,0.0467,0.0602,0.0545
5801091005500,2.0,0.0993,0.0900,0.1011,0.1011
5801011003039,2.0,0.2354,0.2160,0.2522,0.2527
5801091001029,2.0,0.1339,0.1290,0.1375,0.1375
5801091003026,2.0,0.0621,0.0595,0.0718,0.0595
5801021001001,2.0,0.1845,0.1760,0.1918,0.1842
5801121003020,2.0,0.1665,0.1466,0.1746,0.1841
5801081002059,2.0,0.1293,0.1143,0.1344,0.1434
5801121007010,2.0,0.1635,0.1418,0.1710,0.1726
5801121009030,2.0,0.0833,0.0775,0.0888,0.0920
5801021003013,2.0,0.1406,0.1195,0.1454,0.1484
5801011003006,2.0,0.1778,0.1649,0.1849,0.1878
5801121006012,2.0,0.1645,0.1507,0.1723,0.1668
5801091006500,2.0,0.0921,0.0869,0.0955,0.0990
5801081004064,2.0,0.1218,0.1084,0.1229,0.1335
5801121004010,2.0,0.1737,0.1609,0.1904,0.1937
5801091001020,2.0,0.1121,0.0944,0.1152,0.1199
5801021005036,2.0,0.0779,0.0736,0.0807,0.0802
5801101004003,2.0,0.1379,0.1287,0.1459,0.1587
5801101005036,2.0,0.1459,0.1274,0.1503,0.1610
5801011005035,2.0,0.2310,0.2160,0.2381,0.2525
5801011001027,2.0,0.1682,0.1583,0.1975,0.1569
5801101003034,2.0,0.1622,0.1500,0.1726,0.1893
5801121008013,2.0,0.1011,0.0967,0.1110,0.1094
5801081002043,2.0,0.1361,0.1221,0.1523,0.1497
5801121009037,2.0,0.0872,0.0781,0.0958,0.1015
5801101002033,2.0,0.0725,0.0641,0.0839,0.0741
5801101005020,2.0,0.0984,0.0923,0.1046,0.1064
5801011004024,2.0,0.1806,0.1632,0.1987,0.2110
5801111002041,2.0,0.1724,0.1487,0.1838,0.1947
5801021003002,2.0,0.1507,0.1339,0.1514,0.1622
5801021003030,2.0,0.0885,0.0824,0.0937,0.0854
5801021003029,2.0,0.0805,0.0750,0.0842,0.0930
5801121001030,2.0,0.2272,0.2112,0.2348,0.2498
5801111002032,2.0,0.1935,0.1676,0.1959,0.2116
5801111003028,2.0,0.0886,0.0845,0.1038,0.1040
5801091005009,2.0,0.1213,0.0926,0.1301,0.1309
5801091006503,2.0,0.1017,0.0958,0.1070,0.1131
5801011003027,2.0,0.1839,0.1657,0.1932,0.2116
5801081001015,2.0,0.1159,0.1098,0.1291,0.1190
5801021001005,2.0,0.1465,0.1313,0.1525,0.1476
5801091003006,2.0,0.1161,0.1005,0.1191,0.1259
5801121007033,2.0,0.0646,0.0601,0.0708,0.0756
5801121008011,2.0,0.0838,0.0766,0.0856,0.0867
5801011002024,2.0,0.2065,0.1817,0.2255,0.2529
5801011003031,2.0,0.1688,0.1525,0.1760,0.1939
5801021001013,2.0,0.1599,0.1389,0.1697,0.1697
5801091001043,2.0,0.1224,0.1165,0.1278,0.1442
5801091005022,2.0,0.1171,0.1132,0.1246,0.1262
5801081004048,2.0,0.1570,0.1367,0.1749,0.1753
5801121006027,2.0,0.1260,0.1146,0.1308,0.1308
5801101004015,2.0,0.0448,0.0356,0.0483,0.0458
5801101004024,2.0,0.1029,0.0916,0.1153,0.1321
5801101005019,2.0,0.0732,0.0631,0.0768,0.0834
5801081002014,2.0,0.1396,0.1304,0.1487,0.1536
5801121008007,2.0,0.0880,0.0835,0.0964,0.0946
5801021003017,2.0,0.0908,0.0816,0.0939,0.0939
5801091007014,2.0,0.0996,0.0908,0.1100,0.1132
5801011004032,2.0,0.2315,0.2029,0.2508,0.2645
5801081002027,2.0,0.1051,0.0981,0.1318,0.1053
5801081005022,2.0,0.1643,0.1489,0.1721,0.1721
5801011005044,2.0,0.1204,0.1121,0.1252,0.1252
5801011003040,2.0,0.2207,0.1979,0.2368,0.2689
5801121008012,2.0,0.0864,0.0774,0.0946,0.0985
5801011004021,2.0,0.1840,0.1690,0.1968,0.1968
5801091003028,2.0,0.0837,0.0790,0.0878,0.0818
5801111004003,2.0,0.1485,0.1319,0.1515,0.1520
5801111003023,2.0,0.0561,0.0531,0.0617,0.0537
5801091005044,2.0,0.1432,0.1342,0.1495,0.1524
5801021003033,2.0,0.1270,0.1222,0.1359,0.1303
5801121009038,2.0,0.0998,0.0894,0.1017,0.1039
5801081004059,2.0,0.1334,0.1286,0.1457,0.1431
5801111002042,2.0,0.1311,0.1165,0.1343,0.1317
5801021003020,2.0,0.0841,0.0773,0.0883,0.0848
5801081005005,2.0,0.0481,0.0393,0.0557,0.0256
5801101005022,2.0,0.1737,0.1520,0.1829,0.1992
5801091001011,2.0,0.1474,0.1343,0.1534,0.1534
5801081002010,2.0,0.1324,0.1218,0.1428,0.1517
5801081004027,2.0,0.1493,0.1456,0.1657,0.1657
5801011005040,2.0,0.1785,0.1649,0.1957,0.2015
5801091004061,2.0,0.1485,0.1290,0.1553,0.1553
5801121004016,2.0,0.0842,0.0767,0.0942,0.0964
5801011005501,2.0,0.2288,0.1989,0.2396,0.2476
5801091001016,2.0,0.1815,0.1654,0.1893,0.1809
5801111002050,2.0,0.1698,0.1507,0.1805,0.1805
5801021001011,2.0,0.1424,0.1254,0.1507,0.1507
5801091007016,2.0,0.0847,0.0759,0.0900,0.0919
5801111002030,2.0,0.1701,0.1453,0.1778,0.1795
5801121009005,2.0,0.0859,0.0793,0.0897,0.0897
5801081001023,2.0,0.1114,0.1048,0.1241,0.1099
5801091005019,2.0,0.1134,0.1061,0.1165,0.1199
5801111001007,2.0,0.1389,0.1205,0.1673,0.1470
5801011001028,2.0,0.1450,0.1201,0.1598,0.1419
5801091007028,2.0,0.0834,0.0780,0.0856,0.0872
5801121008004,2.0,0.0755,0.0707,0.0796,0.0768
5801021003023,2.0,0.1171,0.1107,0.1249,0.1249
5801121009003,2.0,0.0639,0.0593,0.0702,0.0752
5801091006035,2.0,0.1214,0.1078,0.1283,0.1295
5801011003051,2.0,0.1938,0.1690,0.1972,0.1972
5801011004045,2.0,0.1795,0.1696,0.1881,0.2090
5801121001011,2.0,0.1702,0.1451,0.1755,0.1740
5801081002050,2.0,0.1138,0.1000,0.1232,0.1356
5801081001009,2.0,0.1245,0.1169,0.1300,0.1252
5801101003033,2.0,0.1705,0.1503,0.1821,0.1858
5801091003029,2.0,0.2195,0.2071,0.2417,0.2276
5801081003006,2.0,0.0974,0.0832,0.1006,0.1058
5801121008008,2.0,0.0597,0.0570,0.0678,0.0678
5801011005027,2.0,0.0842,0.0767,0.0902,0.0889
5801121008025,2.0,0.1687,0.1491,0.1746,0.1677
5801121003019,2.0,0.2171,0.1854,0.2236,0.2251
5801111004030,2.0,0.1376,0.1191,0.1412,0.1537
5801121005009,2.0,0.1088,0.0968,0.1116,0.1236
5801011002029,2.0,0.2700,0.2272,0.3031,0.3187
5801021003038,2.0,0.1143,0.1060,0.1300,0.1175
5801121009004,2.0,0.1521,0.1388,0.1700,0.1756
5801121008009,2.0,0.0598,0.0559,0.0663,0.0573
5801091005033,2.0,0.1109,0.1065,0.1191,0.1212
5801111004001,2.0,0.1279,0.1162,0.1359,0.1336
5801111004010,2.0,0.0805,0.0714,0.0866,0.0936
5801101001505,2.0,0.2825,0.2779,0.2977,0.3163
5801021001002,2.0,0.1126,0.1044,0.1200,0.1131
5801121003012,2.0,0.2058,0.1797,0.2119,0.2137
5801111001011,2.0,0.2112,0.1747,0.2147,0.2434
5801091005501,2.0,0.1025,0.0954,0.1068,0.1122
5801081002017,2.0,0.0977,0.0888,0.1074,0.1084
5801101003048,2.0,0.1804,0.1612,0.1930,0.2037
5801121004009,2.0,0.1714,0.1549,0.1821,0.1797
5801101003043,2.0,0.1105,0.0945,0.1130,0.1167
5801091006032,2.0,0.1058,0.0984,0.1115,0.1101
5801091006021,2.0,0.1623,0.1416,0.1712,0.1867
5801121006030,2.0,0.1159,0.1105,0.1246,0.1139
5801121006026,2.0,0.1169,0.1025,0.1192,0.1245
5801101002012,2.0,0.1249,0.1157,0.1330,0.1222
5801121003026,2.0,0.2514,0.2278,0.2568,0.2803
5801091007002,2.0,0.0754,0.0663,0.0900,0.0727
5801011005038,2.0,0.1874,0.1724,0.2126,0.1894
5801121005008,2.0,0.1636,0.1361,0.1736,0.1873
5801101003003,2.0,0.2013,0.1780,0.2146,0.2364
5801021006023,2.0,0.0794,0.0725,0.0838,0.0973
5801091001005,2.0,0.1293,0.1128,0.1394,0.1450
5801121001021,2.0,0.1766,0.1642,0.1959,0.1860
5801121009002,2.0,0.0555,0.0522,0.0586,0.0566
5801011005062,2.0,0.1399,0.1250,0.1427,0.1437
5801091001003,2.0,0.1723,0.1691,0.1902,0.1902
5801121003023,2.0,0.1527,0.1381,0.1584,0.1526
5801121007034,2.0,0.0801,0.0672,0.0886,0.0915
5801121008003,2.0,0.0695,0.0604,0.0765,0.0765
5801101004038,2.0,0.1956,0.1704,0.2080,0.1977
5801101003035,2.0,0.1361,0.1235,0.1457,0.1510
5801121006010,2.0,0.1474,0.1276,0.1553,0.1553
5801081004056,2.0,0.1107,0.0998,0.1304,0.1186
5801101005012,2.0,0.0939,0.0896,0.0979,0.0979
5801011005502,2.0,0.1936,0.1844,0.2043,0.1922
5801081001019,2.0,0.1386,0.1310,0.1514,0.1310
5801111002005,2.0,0.1665,0.1538,0.1739,0.1767
5801011005002,2.0,0.3496,0.2847,0.3677,0.4006
5801121003008,2.0,0.1542,0.1428,0.1584,0.1574
5801101004029,2.0,0.0700,0.0678,0.0765,0.0719
5801091006012,2.0,0.1283,0.1157,0.1371,0.1491
5801121009013,2.0,0.0811,0.0788,0.0824,0.0818
5801101003010,2.0,0.2229,0.2031,0.2382,0.2621
5801081002002,2.0,0.1680,0.1486,0.1784,0.1867
5801121004012,2.0,0.1746,0.1580,0.1832,0.1832
5801021006024,2.0,0.0529,0.0469,0.0574,0.0611
5801021003001,2.0,0.1399,0.1297,0.1527,0.1764
5801021001012,2.0,0.1345,0.1186,0.1393,0.1393
5801121006015,2.0,0.1930,0.1745,0.2036,0.2092
5801081004044,2.0,0.1260,0.1114,0.1366,0.1366
5801101005021,2.0,0.2024,0.1874,0.2036,0.2288
5801091007006,2.0,0.0959,0.0870,0.0976,0.1027
5801121004046,2.0,0.0658,0.0626,0.0670,0.0744
5801091001022,2.0,0.1212,0.1013,0.1285,0.1281
5801111002024,2.0,0.1407,0.1258,0.1478,0.1520
5801101002036,2.0,0.1011,0.0947,0.1265,0.1265
5801091001002,2.0,0.1948,0.1756,0.2091,0.2168
5801081002048,2.0,0.1472,0.1418,0.1591,0.1591
5801091006020,2.0,0.1244,0.1089,0.1311,0.1313
5801091007011,2.0,0.0884,0.0800,0.0969,0.0923
5801101001508,2.0,0.3350,0.3063,0.3579,0.3775
5801091006031,2.0,0.1030,0.0935,0.1145,0.1273
5801021005015,2.0,0.0632,0.0536,0.0701,0.0759
5801111003006,2.0,0.2143,0.1878,0.2231,0.2278
5801121007007,2.0,0.0967,0.0927,0.1032,0.0950
5801021004049,2.0,0.1279,0.1146,0.1310,0.1416
5801081002012,2.0,0.1997,0.1739,0.2143,0.2147
5801121005011,2.0,0.1653,0.1528,0.1871,0.1806
5801021005023,2.0,0.0797,0.0748,0.0897,0.0878
5801101001015,2.0,0.2152,0.1888,0.2247,0.2233
5801111002019,2.0,0.1617,0.1422,0.1697,0.1745
5801121003029,2.0,0.2191,0.1968,0.2342,0.2236
5801011002014,2.0,0.1707,0.1548,0.1761,0.1808
5801081003014,2.0,0.1669,0.1473,0.1769,0.1791
5801081004004,2.0,0.1646,0.1386,0.1761,0.1761
5801121009012,2.0,0.0802,0.0731,0.0838,0.0814
5801081002016,2.0,0.0744,0.0691,0.0907,0.0721
5801091001024,2.0,0.1732,0.1511,0.1792,0.1906
5801101005030,2.0,0.1191,0.1150,0.1274,0.1309
5801121001013,2.0,0.1233,0.1104,0.1356,0.1314
5801121007032,2.0,0.0729,0.0674,0.0800,0.0818
5801121001033,2.0,0.1876,0.1744,0.1971,0.2035
5801121001003,2.0,0.1655,0.1403,0.1735,0.1791
5801091001027,2.0,0.1461,0.1430,0.1572,0.1559
5801101001012,2.0,0.2080,0.1936,0.2174,0.2180
5801011003028,2.0,0.1536,0.1381,0.1636,0.1695
5801091003032,2.0,0.1573,0.1403,0.1611,0.1569
5801011001004,2.0,0.1588,0.1402,0.1783,0.1950
5801091007012,2.0,0.0698,0.0629,0.0754,0.0676
5801011003036,2.0,0.1416,0.1286,0.1557,0.1703
5801121009011,2.0,0.0600,0.0562,0.0719,0.0763
5801121003025,2.0,0.1396,0.1356,0.1591,0.1745
5801101005018,2.0,0.1438,0.1250,0.1471,0.1568
5801021001006,2.0,0.1476,0.1340,0.1536,0.1536
5801121005007,2.0,0.2041,0.1777,0.2196,0.2196
5801121009010,2.0,0.0504,0.0479,0.0537,0.0531
5801101003016,2.0,0.1557,0.1371,0.1597,0.1747
5801121001029,2.0,0.2458,0.2292,0.2532,0.2586
5801121006029,2.0,0.1115,0.1018,0.1179,0.1274
5801021005016,2.0,0.0528,0.0467,0.0613,0.0653
5801021001004,2.0,0.1144,0.1077,0.1294,0.1177
5801011003021,2.0,0.1859,0.1664,0.2009,0.2009
5801121002018,2.0,0.1663,0.1504,0.1787,0.1787
5801091007020,2.0,0.0994,0.0958,0.1073,0.1170
5801011003037,2.0,0.1636,0.1473,0.1776,0.1971
5801091001015,2.0,0.2190,0.1974,0.2315,0.2273
5801101002025,2.0,0.1158,0.1130,0.1242,0.1242
5801091004011,2.0,0.1020,0.0896,0.1049,0.1072
5801081005004,2.0,0.0702,0.0595,0.0793,0.0595
5801111003026,2.0,0.1892,0.1728,0.2012,0.2020
5801021006010,2.0,0.0938,0.0842,0.0951,0.1134
5801091006024,2.0,0.1807,0.1595,0.1882,0.1983
5801101004025,2.0,0.0701,0.0617,0.0724,0.0781
5801091007030,2.0,0.1258,0.1123,0.1323,0.1358
5801091002024,2.0,0.1690,0.1426,0.1727,0.1895
5801011004060,2.0,0.1337,0.1262,0.1385,0.1499
5801091007018,2.0,0.1213,0.1155,0.1299,0.1293
5801121001014,2.0,0.1525,0.1355,0.1553,0.1684
5801091007025,2.0,0.1459,0.1348,0.1526,0.1691
5801121009020,2.0,0.0914,0.0856,0.1013,0.1038
5801121009021,2.0,0.0936,0.0809,0.0984,0.1109
5801121002003,2.0,0.1916,0.1541,0.2019,0.2035
5801101004034,2.0,0.1293,0.1164,0.1331,0.1423
5801111001032,2.0,0.2627,0.2425,0.2709,0.2983
5801121006028,2.0,0.1302,0.1205,0.1358,0.1349
5801011003038,2.0,0.1392,0.1313,0.1551,0.1554
5801121007011,2.0,0.1733,0.1538,0.1772,0.1858
5801121006013,2.0,0.1493,0.1313,0.1578,0.1578
5801011003044,2.0,0.1467,0.1332,0.1499,0.1680
5801091007022,2.0,0.1404,0.1270,0.1477,0.1565
5801091004021,2.0,0.2186,0.2039,0.2275,0.2484
5801101005004,2.0,0.1466,0.1388,0.1573,0.1548
5801121008500,2.0,0.0861,0.0796,0.0911,0.0988
5801011005053,2.0,0.1111,0.1054,0.1180,0.1180
5801091006019,2.0,0.1055,0.0941,0.1102,0.1117
5801091007027,2.0,0.0889,0.0813,0.0919,0.0921
5801101005034,2.0,0.1422,0.1204,0.1435,0.1550
5801111001004,2.0,0.1575,0.1444,0.1652,0.1673
5801011001024,2.0,0.1056,0.0994,0.1155,0.1085
5801121006025,2.0,0.1637,0.1496,0.1697,0.1773
5801121008001,2.0,0.0642,0.0567,0.0661,0.0706
5801091005037,2.0,0.1543,0.1384,0.1609,0.1643
5801101004026,2.0,0.0528,0.0473,0.0568,0.0562
5801091007001,2.0,0.0962,0.0942,0.0996,0.0954
5801121004045,2.0,0.1121,0.1019,0.1228,0.1391
5801101003049,2.0,0.1156,0.1078,0.1199,0.1216
5801011005041,2.0,0.1708,0.1548,0.1751,0.1767
5801101005008,2.0,0.1260,0.1100,0.1307,0.1307
5801111002015,2.0,0.2559,0.2225,0.2610,0.2740
5801021002002,2.0,0.0645,0.0613,0.0668,0.0668
5801091001019,2.0,0.1158,0.1053,0.1239,0.1252
5801121008002,2.0,0.0838,0.0755,0.0861,0.0895
5801121002009,2.0,0.1410,0.1310,0.1546,0.1490
5801091004004,2.0,0.0878,0.0830,0.0909,0.0886
5801011003053,2.0,0.2539,0.2240,0.2568,0.2758
5801101004030,2.0,0.0555,0.0542,0.0603,0.0561
5801121005005,2.0,0.1780,0.1544,0.1838,0.1838
5801121004008,2.0,0.1922,0.1709,0.2088,0.2068
5801091006036,2.0,0.1031,0.0971,0.1113,0.1045
5801121007005,2.0,0.0925,0.0856,0.0944,0.0944
5801101004020,2.0,0.0666,0.0620,0.0797,0.0897
5801121009009,2.0,0.0765,0.0707,0.0818,0.0878
5801011001023,2.0,0.1547,0.1496,0.1836,0.1629
5801011005056,2.0,0.1394,0.1353,0.1497,0.1525
5801101003028,2.0,0.1126,0.0980,0.1159,0.1189
5801111002901,2.0,0.3244,0.3009,0.3495,0.3714
5801111002901,2.0,0.1599,0.1482,0.1700,0.1734
5801101004901,2.0,0.2073,0.1857,0.2183,0.2236
5801101004901,2.0,0.0776,0.0687,0.0944,0.0998
5801101004901,2.0,0.0620,0.0552,0.0801,0.0831
5801091006011,2.0,0.1122,0.1010,0.1230,0.1208
5801121009502,2.0,0.0973,0.0861,0.1013,0.1120
5801021005020,2.0,0.0680,0.0547,0.0793,0.0622
5801021001022,2.0,0.0880,0.0862,0.1001,0.0926
5801121001020,2.0,0.1532,0.1335,0.1629,0.1768
5801011005004,2.0,0.2623,0.2160,0.2732,0.2844
5801111001008,2.0,0.1460,0.1338,0.1498,0.1498
5801081001001,2.0,0.1397,0.1290,0.1512,0.1512
5801121002002,2.0,0.1535,0.1341,0.1603,0.1705
5801101002029,2.0,0.3290,0.2908,0.3420,0.3621
5801101004031,2.0,0.1147,0.1043,0.1201,0.1201
5801101005014,2.0,0.1277,0.1227,0.1400,0.1363
5801011003052,2.0,0.0917,0.0886,0.0966,0.0966
