Year,NOMBRE,NDVI,NDVI_p25,NDVI_p75
2023.0,Poblacion Ferroviaria,0.1369,0.0712,0.1703
2023.0,R. Sotomayor,0.1246,0.0648,0.1657
2023.0,San Cristobal2,0.1396,0.0740,0.1726
2023.0,Sol del Pacifico,0.1222,0.0654,0.1592
2023.0,Soublete (Francisco Bilbao),0.1248,0.0633,0.1526
2023.0,Thompson,0.1001,0.0484,0.1261
2023.0,M. Mena,0.1077,0.0479,0.1419
2023.0,Manuel Rodriguez,0.1057,0.0501,0.1363
2023.0,No Organizada,0.1784,0.0695,0.2511
2023.0,Pompeya Norte,0.1294,0.0571,0.1761
2023.0,Pompeya Sur,0.1339,0.0596,0.1847
2023.0,Valencia Alto,0.1124,0.0544,0.1451
2023.0,Costa Sol,0.0844,0.0394,0.1136
2023.0,California,0.1086,0.0659,0.1321
2023.0,Camilo Henriquez,0.1321,0.0730,0.1606
2023.0,El Bosque,0.2465,0.1235,0.3046
2023.0,El Sol,0.1996,0.0971,0.2621
2023.0,General Baquedano,0.1395,0.0743,0.1736
2023.0,Infante,0.1834,0.0850,0.2272
2023.0,Lo Gamboa,0.1112,0.0635,0.1366
2023.0,Los Espinos,0.1793,0.0876,0.2200
2023.0,Retiro,0.1797,0.0909,0.2268
2023.0,Viñas del Sol,0.1731,0.0910,0.2174
2023.0,Buenos Aires,0.1359,0.0634,0.1622
2023.0,Casa de Valencia,0.1666,0.0756,0.2155
2023.0,Hevia,0.1203,0.0539,0.1544
2023.0,Humbolt,0.1468,0.0667,0.1843
2023.0,Phillips,0.1271,0.0587,0.1651
2023.0,Poblacion Argentina,0.1804,0.0707,0.2286
2023.0,Poblacion Canal Chacao,0.2002,0.0824,0.2598
2023.0,San Gregorio,0.1086,0.0500,0.1350
2023.0,Valencia Bajo,0.1269,0.0560,0.1641
2023.0,Villa Paso Hondo,0.2062,0.0846,0.2523
2024.0,Calicheros,0.1888,0.1307,0.2751
2024.0,Belloto 2000,0.1226,0.1099,0.1373
2024.0,Belloto Centro,0.1301,0.1214,0.1545
2024.0,Bernando Ohiggins,0.1517,0.1348,0.1723
2024.0,Cruz del Sur,0.1302,0.1150,0.1487
2024.0,82,0.1773,0.1511,0.2186
2024.0,Belloto Norte,0.1674,0.1584,0.1898
2024.0,E.E.U.U,0.1945,0.1569,0.2569
2024.0,Lincoyan,0.1632,0.1479,0.1847
2024.0,Los Colonos,0.2733,0.2288,0.3274
2024.0,Patricio Lynch,0.2479,0.2057,0.2864
2024.0,Santa Marta,0.2346,0.2008,0.2802
2024.0,Cantera,0.1316,0.1159,0.1613
2024.0,Decimo Sector,0.1533,0.1280,0.1773
2024.0,Estero Viejo,0.1403,0.1176,0.1634
2024.0,Matilde,0.1641,0.1413,0.2173
2024.0,San Cristobal,0.1818,0.1601,0.2071
2024.0,Tierras Rojas,0.1523,0.1353,0.1791
2024.0,Decimo Sector,0.1620,0.1398,0.2008
2024.0,Matilde,0.1861,0.1488,0.2895
2024.0,Los Pinos,0.2662,0.2211,0.3054
2024.0,Marga Marga,0.2352,0.2011,0.2695
2024.0,60,0.1795,0.1568,0.2412
2024.0,Castillo Blanco,0.1543,0.1299,0.1725
2024.0,El Tranque,0.1922,0.1682,0.2134
2024.0,Jose Miguel Carrera,0.1597,0.1342,0.1823
2024.0,Las Rosas,0.1422,0.1299,0.1673
2024.0,Piloto Pardo,0.1684,0.1519,0.1978
2024.0,Porvenir,0.3022,0.2423,0.3535
2024.0,Textil Viña,0.1316,0.1158,0.1464
2024.0,21 de Mayo,0.2034,0.1662,0.2418
2024.0,Barros Arana,0.1893,0.1805,0.2102
2024.0,La Granja,0.2062,0.1641,0.2588
2024.0,Las Viñas,0.2160,0.1778,0.2521
2024.0,Los Estanques,0.1980,0.1582,0.2347
2024.0,Mena,0.1950,0.1647,0.2162
2024.0,Pedro Montt,0.1796,0.1535,0.2036
2024.0,Victoria Oriente,0.1627,0.1306,0.2152
2024.0,Victoria Poniente,0.1811,0.1470,0.2148
2024.0,Villa Olimpica,0.1504,0.1178,0.1949
2024.0,Araya,0.1718,0.1459,0.1986
2024.0,Arturo Prat,0.1479,0.1376,0.1621
2024.0,Blanco,0.1617,0.1454,0.1908
2024.0,Centro,0.1417,0.1324,0.1603
2024.0,Colina de Oro,0.2211,0.1890,0.3100
2024.0,El Esfuerzo,0.1718,0.1480,0.1962
2024.0,Emparte,0.1142,0.1059,0.1223
2024.0,Esmeralda,0.1799,0.1601,0.1960
2024.0,Liceo,0.1542,0.1464,0.1756
2024.0,Poblacion Esperanza,0.1964,0.1680,0.2218
2024.0,Poblacion Ferroviaria,0.1951,0.1724,0.2145
2024.0,R. Sotomayor,0.1700,0.1505,0.1905
2024.0,San Cristobal2,0.1949,0.1579,0.2458
2024.0,Sol del Pacifico,0.1749,0.1473,0.1978
2024.0,Soublete (Francisco Bilbao),0.1626,0.1511,0.1883
2024.0,Thompson,0.1272,0.1114,0.1434
2024.0,M. Mena,0.1578,0.1256,0.1866
2024.0,Manuel Rodriguez,0.1529,0.1208,0.1832
2024.0,No Organizada,0.1259,0.0902,0.2494
2024.0,Pompeya Norte,0.1319,0.1132,0.1860
2024.0,Pompeya Sur,0.1644,0.1281,0.2109
2024.0,Valencia Alto,0.1359,0.1103,0.1627
2024.0,Costa Sol,0.0955,0.0597,0.1321
2024.0,California,0.1430,0.1293,0.1554
2024.0,Camilo Henriquez,0.1598,0.1509,0.1947
2024.0,El Bosque,0.3820,0.3061,0.4292
2024.0,El Sol,0.2695,0.2541,0.3007
2024.0,General Baquedano,0.1752,0.1661,0.1976
2024.0,Infante,0.2686,0.2346,0.2946
2024.0,Lo Gamboa,0.1466,0.1291,0.1616
2024.0,Los Espinos,0.2348,0.2153,0.2591
2024.0,Retiro,0.2388,0.2237,0.2744
2024.0,Viñas del Sol,0.2288,0.2174,0.2669
2024.0,Buenos Aires,0.1932,0.1675,0.2110
2024.0,Casa de Valencia,0.2355,0.2026,0.2605
2024.0,Hevia,0.1624,0.1386,0.1822
2024.0,Humbolt,0.2159,0.1847,0.2384
2024.0,Phillips,0.1819,0.1488,0.2114
2024.0,Poblacion Argentina,0.1435,0.1278,0.2077
2024.0,Poblacion Canal Chacao,0.1684,0.1015,0.2688
2024.0,San Gregorio,0.1456,0.1240,0.1592
2024.0,Valencia Bajo,0.1762,0.1477,0.2007
2024.0,Villa Paso Hondo,0.2975,0.2454,0.3422
2025.0,Calicheros,0.2713,0.2019,0.3635
2025.0,Belloto 2000,0.1245,0.1149,0.1408
2025.0,Belloto Centro,0.1368,0.1277,0.1547
2025.0,Bernando Ohiggins,0.1544,0.1431,0.1741
2025.0,Cruz del Sur,0.1311,0.1192,0.1478
2025.0,82,0.1844,0.1610,0.2264
2025.0,Belloto Norte,0.1700,0.1663,0.1853
2025.0,E.E.U.U,0.1857,0.1701,0.2651
2025.0,Lincoyan,0.1615,0.1533,0.1833
2025.0,Los Colonos,0.2801,0.2498,0.3427
2025.0,Patricio Lynch,0.2400,0.2241,0.3032
2025.0,Santa Marta,0.2292,0.2104,0.2937
2025.0,Cantera,0.1307,0.1203,0.1608
2025.0,Decimo Sector,0.1525,0.1398,0.1934
2025.0,Estero Viejo,0.1387,0.1240,0.1694
2025.0,Matilde,0.1753,0.1562,0.2280
2025.0,San Cristobal,0.1832,0.1679,0.2180
2025.0,Tierras Rojas,0.1592,0.1428,0.1929
2025.0,Decimo Sector,0.1632,0.1519,0.2115
2025.0,Matilde,0.2114,0.1789,0.2995
2025.0,Los Pinos,0.2682,0.2484,0.3184
2025.0,Marga Marga,0.2395,0.2208,0.2797
2025.0,60,0.1922,0.1705,0.2497
2025.0,Castillo Blanco,0.1530,0.1407,0.1776
2025.0,El Tranque,0.1942,0.1780,0.2201
2025.0,Jose Miguel Carrera,0.1623,0.1489,0.1867
2025.0,Las Rosas,0.1490,0.1383,0.1647
2025.0,Piloto Pardo,0.1764,0.1629,0.1976
2025.0,Porvenir,0.3092,0.2743,0.3757
2025.0,Textil Viña,0.1304,0.1179,0.1498
2025.0,21 de Mayo,0.1967,0.1820,0.2488
2025.0,Barros Arana,0.1948,0.1898,0.2013
2025.0,La Granja,0.1982,0.1830,0.2620
2025.0,Las Viñas,0.2138,0.1963,0.2505
2025.0,Los Estanques,0.1896,0.1759,0.2388
2025.0,Mena,0.1995,0.1818,0.2165
2025.0,Pedro Montt,0.1732,0.1618,0.2032
2025.0,Victoria Oriente,0.1576,0.1454,0.2228
2025.0,Victoria Poniente,0.1814,0.1660,0.2172
2025.0,Villa Olimpica,0.1559,0.1353,0.2121
2025.0,Araya,0.1751,0.1601,0.1980
2025.0,Arturo Prat,0.1491,0.1414,0.1572
2025.0,Blanco,0.1733,0.1566,0.1830
2025.0,Centro,0.1459,0.1382,0.1567
2025.0,Colina de Oro,0.2924,0.2512,0.3688
2025.0,El Esfuerzo,0.1767,0.1546,0.2015
2025.0,Emparte,0.1208,0.1152,0.1294
2025.0,Esmeralda,0.1849,0.1693,0.2057
2025.0,Liceo,0.1634,0.1552,0.1784
2025.0,Poblacion Esperanza,0.1985,0.1791,0.2187
2025.0,Poblacion Ferroviaria,0.1887,0.1802,0.2136
2025.0,R. Sotomayor,0.1695,0.1596,0.1908
2025.0,San Cristobal2,0.1950,0.1776,0.2605
2025.0,Sol del Pacifico,0.1698,0.1594,0.2036
2025.0,Soublete (Francisco Bilbao),0.1694,0.1573,0.1795
2025.0,Thompson,0.1307,0.1225,0.1484
2025.0,M. Mena,0.1603,0.1390,0.1898
2025.0,Manuel Rodriguez,0.1492,0.1345,0.1967
2025.0,No Organizada,0.2556,0.2027,0.3401
2025.0,Pompeya Norte,0.1575,0.1426,0.1991
2025.0,Pompeya Sur,0.1776,0.1630,0.2247
2025.0,Valencia Alto,0.1469,0.1305,0.1650
2025.0,Costa Sol,0.1104,0.0886,0.1526
2025.0,California,0.1442,0.1375,0.1579
2025.0,Camilo Henriquez,0.1686,0.1558,0.1904
2025.0,El Bosque,0.3701,0.3486,0.4485
2025.0,El Sol,0.2673,0.2595,0.2906
2025.0,General Baquedano,0.1799,0.1722,0.1922
2025.0,Infante,0.2723,0.2507,0.3042
2025.0,Lo Gamboa,0.1473,0.1374,0.1597
2025.0,Los Espinos,0.2383,0.2211,0.2548
2025.0,Retiro,0.2451,0.2326,0.2706
2025.0,Viñas del Sol,0.2385,0.2267,0.2597
2025.0,Buenos Aires,0.1935,0.1825,0.2071
2025.0,Casa de Valencia,0.2307,0.2193,0.2703
2025.0,Hevia,0.1627,0.1537,0.1762
2025.0,Humbolt,0.2204,0.2020,0.2396
2025.0,Phillips,0.1776,0.1632,0.2118
2025.0,Poblacion Argentina,0.1939,0.1804,0.2435
2025.0,Poblacion Canal Chacao,0.2572,0.2094,0.3547
2025.0,San Gregorio,0.1417,0.1319,0.1549
2025.0,Valencia Bajo,0.1811,0.1621,0.2037
2025.0,Villa Paso Hondo,0.2931,0.2801,0.3557
