Month,AOD_median
1.0,126.4800842880598
2.0,109.33271498844624
3.0,82.84557484507344
4.0,76.22189301350565
5.0,79.0231242745943
6.0,75.49028098243116
7.0,79.11354264491563
8.0,86.82414149198011
9.0,102.87054737650203
10.0,99.9671324084221
11.0,100.1361115092661
12.0,110.87657521549664
