NOMBRE,Month,LST_mean,LST_p25,LST_p75,anio_actual
Decimo Sector,6.0,13.616908,12.507299,14.606844,-9999.000000
Matilde,6.0,13.612969,12.715120,14.896188,-9999.000000
Los Pinos,6.0,12.990502,12.573793,14.221125,-9999.000000
Marga Marga,6.0,12.910729,12.560786,14.136449,-9999.000000
60,6.0,13.385850,12.537778,14.786685,-9999.000000
Castillo Blanco,6.0,13.682799,13.312601,15.085927,-9999.000000
El Tranque,6.0,13.651794,13.174498,14.906008,-9999.000000
Jose Miguel Carrera,6.0,13.498265,13.141670,14.377034,-9999.000000
Las Rosas,6.0,13.228352,12.817677,14.542652,-9999.000000
Piloto Pardo,6.0,13.321433,12.673909,14.361878,-9999.000000
Porvenir,6.0,12.490716,12.009581,13.680518,-9999.000000
Textil Viña,6.0,13.556837,12.896576,14.712629,-9999.000000
21 de Mayo,6.0,14.229479,13.802631,15.339374,-9999.000000
Barros Arana,6.0,14.564501,13.923250,15.137057,-9999.000000
La Granja,6.0,14.317992,13.482808,15.374738,-9999.000000
Las Viñas,6.0,14.223703,13.675115,15.500381,-9999.000000
Los Estanques,6.0,14.017508,12.992413,14.906644,-9999.000000
Mena,6.0,14.168910,13.878073,15.274593,-9999.000000
Pedro Montt,6.0,14.233761,13.957954,14.930466,-9999.000000
Victoria Oriente,6.0,14.566986,13.595953,15.822448,-9999.000000
Victoria Poniente,6.0,13.950868,13.393048,14.969167,-9999.000000
Villa Olimpica,6.0,14.146672,13.580733,15.263531,-9999.000000
Araya,6.0,13.637476,13.134883,14.766598,-9999.000000
Arturo Prat,6.0,14.083086,13.587519,14.811502,-9999.000000
Blanco,6.0,13.728899,13.405575,14.710067,-9999.000000
Centro,6.0,13.938724,13.498857,15.081231,-9999.000000
Colina de Oro,6.0,12.561578,12.083519,13.413816,-9999.000000
El Esfuerzo,6.0,13.251577,12.799417,14.430421,-9999.000000
Emparte,6.0,13.909268,12.999922,14.676585,-9999.000000
Esmeralda,6.0,13.238443,11.813248,14.590181,-9999.000000
Liceo,6.0,13.844867,13.256523,14.939334,-9999.000000
Poblacion Esperanza,6.0,13.467337,12.916391,14.849065,-9999.000000
Poblacion Ferroviaria,6.0,13.864067,13.456645,14.996046,-9999.000000
R. Sotomayor,6.0,13.932510,13.411571,14.794967,-9999.000000
San Cristobal2,6.0,14.223298,13.923376,15.346113,-9999.000000
Sol del Pacifico,6.0,13.597662,12.990040,14.834895,-9999.000000
Soublete (Francisco Bilbao),6.0,13.566363,13.098515,14.580065,-9999.000000
Thompson,6.0,14.036598,13.295704,14.805495,-9999.000000
M. Mena,6.0,13.745107,13.340731,15.013332,-9999.000000
Manuel Rodriguez,6.0,14.161718,13.402512,15.210507,-9999.000000
No Organizada,6.0,13.145938,11.971966,13.985089,-9999.000000
Pompeya Norte,6.0,13.173191,11.971211,13.795630,-9999.000000
Pompeya Sur,6.0,13.851072,12.266346,14.646167,-9999.000000
Valencia Alto,6.0,13.968513,12.938421,14.920159,-9999.000000
Costa Sol,6.0,13.490386,11.425492,14.624396,-9999.000000
California,6.0,13.777455,12.610197,14.546526,-9999.000000
Camilo Henriquez,6.0,13.121161,12.513706,14.003106,-9999.000000
El Bosque,6.0,12.963078,12.238465,13.638951,-9999.000000
El Sol,6.0,13.290843,12.730405,14.283782,-9999.000000
General Baquedano,6.0,13.417891,12.993181,14.589016,-9999.000000
Infante,6.0,13.220496,12.734780,14.266077,-9999.000000
Lo Gamboa,6.0,14.078637,13.640915,15.336498,-9999.000000
Los Espinos,6.0,12.469220,11.829143,13.343242,-9999.000000
Retiro,6.0,12.896674,12.398105,13.863001,-9999.000000
Viñas del Sol,6.0,12.568297,11.914385,13.335559,-9999.000000
Buenos Aires,6.0,13.968787,13.237238,14.972438,-9999.000000
Casa de Valencia,6.0,13.492137,12.573501,14.263219,-9999.000000
Hevia,6.0,14.514372,13.674477,15.650878,-9999.000000
Humbolt,6.0,14.115869,13.617458,14.822756,-9999.000000
Phillips,6.0,14.276995,13.852854,15.534691,-9999.000000
Poblacion Argentina,6.0,12.874991,11.032351,13.365190,-9999.000000
Poblacion Canal Chacao,6.0,14.307489,13.382714,14.788819,-9999.000000
San Gregorio,6.0,14.539374,13.669233,15.790076,-9999.000000
Valencia Bajo,6.0,14.419786,13.717190,15.604123,-9999.000000
Villa Paso Hondo,6.0,12.052207,11.566433,12.764264,-9999.000000
Calicheros,7.0,12.054972,11.601509,12.725446,-9999.000000
Belloto 2000,7.0,13.857615,12.433898,14.487772,-9999.000000
Belloto Centro,7.0,13.750083,12.324754,14.044612,-9999.000000
Bernando Ohiggins,7.0,13.320126,12.116269,13.582038,-9999.000000
Cruz del Sur,7.0,13.577401,12.383384,13.991613,-9999.000000
82,7.0,13.877582,12.736900,14.200066,-9999.000000
Belloto Norte,7.0,12.412439,11.004407,12.666887,-9999.000000
E.E.U.U,7.0,12.151120,11.365197,12.612579,-9999.000000
Lincoyan,7.0,12.914790,11.413967,13.294901,-9999.000000
Los Colonos,7.0,11.974189,11.359899,12.478007,-9999.000000
Patricio Lynch,7.0,12.747186,11.969532,13.354065,-9999.000000
Santa Marta,7.0,12.422490,11.692062,12.965967,-9999.000000
Cantera,7.0,13.032815,12.383235,13.801806,-9999.000000
Decimo Sector,7.0,12.260276,11.784865,13.155386,-9999.000000
Estero Viejo,7.0,12.603870,12.115690,13.771657,-9999.000000
Matilde,7.0,13.092169,12.212604,13.271468,-9999.000000
San Cristobal,7.0,12.857571,12.192685,13.618926,-9999.000000
Tierras Rojas,7.0,12.897383,12.004162,13.448721,-9999.000000
Decimo Sector,7.0,13.010644,12.280436,13.583731,-9999.000000
Matilde,7.0,12.938244,12.033475,13.399141,-9999.000000
Los Pinos,7.0,12.218128,11.581063,12.859131,-9999.000000
Marga Marga,7.0,12.288902,11.429546,12.857266,-9999.000000
60,7.0,12.686864,12.404325,13.337089,-9999.000000
Castillo Blanco,7.0,13.340587,12.311536,13.761436,-9999.000000
El Tranque,7.0,13.260829,12.357870,13.813628,-9999.000000
Jose Miguel Carrera,7.0,13.101032,12.075589,13.653494,-9999.000000
Las Rosas,7.0,12.957723,12.139312,13.584619,-9999.000000
Piloto Pardo,7.0,12.936540,12.129787,13.379766,-9999.000000
Porvenir,7.0,11.614116,10.906028,12.259105,-9999.000000
Textil Viña,7.0,13.053507,12.106132,13.387295,-9999.000000
21 de Mayo,7.0,13.464611,13.016665,13.932468,-9999.000000
Barros Arana,7.0,13.830139,12.937171,14.425307,-9999.000000
La Granja,7.0,13.601580,13.184194,13.861823,-9999.000000
Las Viñas,7.0,13.347840,12.805241,14.092052,-9999.000000
Los Estanques,7.0,12.950195,12.621658,13.325021,-9999.000000
Mena,7.0,13.477388,12.570929,14.143524,-9999.000000
Pedro Montt,7.0,13.489902,12.712844,14.180441,-9999.000000
Victoria Oriente,7.0,13.531879,13.056363,14.451014,-9999.000000
Victoria Poniente,7.0,13.185289,12.483577,13.808859,-9999.000000
Villa Olimpica,7.0,13.092298,12.822363,13.570543,-9999.000000
Araya,7.0,13.236280,12.248434,13.906033,-9999.000000
Arturo Prat,7.0,13.671611,12.509284,13.944153,-9999.000000
Blanco,7.0,13.378259,12.180249,13.954554,-9999.000000
Centro,7.0,13.563539,12.386410,13.991512,-9999.000000
Colina de Oro,7.0,11.415932,10.920891,12.319417,-9999.000000
El Esfuerzo,7.0,12.694757,11.924803,13.222722,-9999.000000
Emparte,7.0,13.091532,12.203913,13.945966,-9999.000000
Esmeralda,7.0,12.942039,11.827700,13.113193,-9999.000000
Liceo,7.0,13.465379,12.205895,14.019797,-9999.000000
Poblacion Esperanza,7.0,12.933089,12.245766,13.483940,-9999.000000
Poblacion Ferroviaria,7.0,13.477637,12.363012,13.856500,-9999.000000
R. Sotomayor,7.0,13.424434,12.640186,13.906957,-9999.000000
San Cristobal2,7.0,13.364350,12.795482,14.075962,-9999.000000
Sol del Pacifico,7.0,12.852381,12.081292,13.464675,-9999.000000
Soublete (Francisco Bilbao),7.0,13.079185,12.232306,13.733035,-9999.000000
Thompson,7.0,13.650659,12.667859,14.168028,-9999.000000
M. Mena,7.0,12.806830,12.171083,13.591017,-9999.000000
Manuel Rodriguez,7.0,13.110507,12.529414,13.618084,-9999.000000
No Organizada,7.0,12.100455,11.754072,12.889635,-9999.000000
Pompeya Norte,7.0,12.110871,11.637812,13.036533,-9999.000000
Pompeya Sur,7.0,12.692112,12.125273,13.234845,-9999.000000
Valencia Alto,7.0,12.941409,12.389917,13.567012,-9999.000000
Costa Sol,7.0,12.653843,11.452532,13.062623,-9999.000000
California,7.0,13.126200,11.782782,13.498437,-9999.000000
Camilo Henriquez,7.0,12.355730,11.231126,12.754192,-9999.000000
El Bosque,7.0,11.698706,11.322708,12.424223,-9999.000000
El Sol,7.0,12.765535,11.755166,13.222967,-9999.000000
General Baquedano,7.0,13.096996,11.869107,13.549784,-9999.000000
Infante,7.0,12.366064,11.703295,13.138877,-9999.000000
Lo Gamboa,7.0,13.682548,12.307949,14.169368,-9999.000000
Los Espinos,7.0,11.764908,10.765365,12.224747,-9999.000000
Retiro,7.0,12.248994,11.350955,12.908077,-9999.000000
Viñas del Sol,7.0,11.349635,10.657716,12.185762,-9999.000000
Buenos Aires,7.0,12.945799,12.342089,13.672972,-9999.000000
Casa de Valencia,7.0,12.429192,11.446294,12.645550,-9999.000000
Hevia,7.0,13.440394,12.658368,14.159791,-9999.000000
Humbolt,7.0,13.246268,12.371395,13.613148,-9999.000000
Phillips,7.0,13.325274,12.426162,13.939315,-9999.000000
Poblacion Argentina,7.0,11.575590,11.137250,12.386664,-9999.000000
Poblacion Canal Chacao,7.0,12.801555,12.473754,13.780423,-9999.000000
San Gregorio,7.0,13.539045,12.722928,14.294042,-9999.000000
Valencia Bajo,7.0,13.397691,12.643251,14.033164,-9999.000000
Villa Paso Hondo,7.0,10.936263,10.423812,11.887222,-9999.000000
Calicheros,8.0,15.490725,14.271745,16.757020,-9999.000000
Belloto 2000,8.0,18.174139,15.498707,19.362069,-9999.000000
Belloto Centro,8.0,17.591266,15.136032,18.737221,-9999.000000
Bernando Ohiggins,8.0,16.848114,15.080325,18.169018,-9999.000000
Cruz del Sur,8.0,17.070793,15.163875,18.180186,-9999.000000
82,8.0,17.819381,16.156957,19.077897,-9999.000000
Belloto Norte,8.0,16.165981,13.971258,17.146064,-9999.000000
E.E.U.U,8.0,15.324356,13.866573,16.613503,-9999.000000
Lincoyan,8.0,16.518128,14.697317,17.707273,-9999.000000
Los Colonos,8.0,15.147068,13.984469,17.164721,-9999.000000
Patricio Lynch,8.0,16.499106,14.644538,17.290885,-9999.000000
Santa Marta,8.0,15.958441,14.440548,16.998945,-9999.000000
Cantera,8.0,16.834519,15.261643,18.633121,-9999.000000
Decimo Sector,8.0,15.732034,14.408804,17.623374,-9999.000000
Estero Viejo,8.0,16.350683,14.905702,17.768015,-9999.000000
Matilde,8.0,16.008606,14.912383,17.913982,-9999.000000
San Cristobal,8.0,16.407742,14.969785,17.980700,-9999.000000
Tierras Rojas,8.0,16.455628,15.076216,18.634214,-9999.000000
Decimo Sector,8.0,16.105251,14.569944,18.259669,-9999.000000
Matilde,8.0,16.324241,15.125620,18.033888,-9999.000000
Los Pinos,8.0,15.840989,14.093159,17.138340,-9999.000000
Marga Marga,8.0,15.754870,14.174109,17.388727,-9999.000000
60,8.0,16.100104,14.345403,18.084319,-9999.000000
Castillo Blanco,8.0,17.100225,15.301497,19.254717,-9999.000000
El Tranque,8.0,16.911227,15.057622,19.010860,-9999.000000
Jose Miguel Carrera,8.0,16.836461,15.321776,19.126745,-9999.000000
Las Rosas,8.0,16.569289,14.930817,19.140302,-9999.000000
Piloto Pardo,8.0,16.248982,14.826830,18.497327,-9999.000000
Porvenir,8.0,14.747792,12.969926,16.130823,-9999.000000
Textil Viña,8.0,16.533519,14.839937,18.719927,-9999.000000
21 de Mayo,8.0,17.374891,15.448541,19.167900,-9999.000000
Barros Arana,8.0,18.133843,15.753636,19.934250,-9999.000000
La Granja,8.0,17.218014,16.150723,19.356598,-9999.000000
Las Viñas,8.0,17.310372,15.789965,18.694317,-9999.000000
Los Estanques,8.0,16.575622,15.650394,18.515411,-9999.000000
Mena,8.0,17.376680,15.574410,19.574756,-9999.000000
Pedro Montt,8.0,17.761821,15.548841,19.623728,-9999.000000
Victoria Oriente,8.0,17.092189,15.947085,19.130676,-9999.000000
Victoria Poniente,8.0,16.898413,15.638161,19.118287,-9999.000000
Villa Olimpica,8.0,17.134041,15.652416,17.969224,-9999.000000
Araya,8.0,16.871449,15.061275,18.310972,-9999.000000
Arturo Prat,8.0,17.526728,15.880070,19.343525,-9999.000000
Blanco,8.0,17.230939,15.465182,18.428686,-9999.000000
Centro,8.0,17.762744,16.046922,19.316288,-9999.000000
Colina de Oro,8.0,14.675162,13.576465,15.956478,-9999.000000
El Esfuerzo,8.0,16.019871,14.586232,18.432459,-9999.000000
Emparte,8.0,16.957932,15.275161,19.008666,-9999.000000
Esmeralda,8.0,16.610892,14.132530,17.558441,-9999.000000
Liceo,8.0,17.270420,14.922468,18.849381,-9999.000000
Poblacion Esperanza,8.0,16.703993,14.598912,18.502870,-9999.000000
Poblacion Ferroviaria,8.0,17.313248,15.381413,18.528511,-9999.000000
R. Sotomayor,8.0,17.316682,15.680851,18.857055,-9999.000000
San Cristobal2,8.0,17.383989,15.679930,19.140870,-9999.000000
Sol del Pacifico,8.0,16.739613,14.914857,18.741185,-9999.000000
Soublete (Francisco Bilbao),8.0,17.012587,15.023432,18.325239,-9999.000000
Thompson,8.0,17.679233,15.565826,18.992517,-9999.000000
M. Mena,8.0,16.214966,15.298613,18.354652,-9999.000000
Manuel Rodriguez,8.0,16.883056,15.609221,18.511400,-9999.000000
No Organizada,8.0,15.508124,14.040871,16.937758,-9999.000000
Pompeya Norte,8.0,15.829680,14.226623,16.748657,-9999.000000
Pompeya Sur,8.0,16.430834,14.793969,17.170350,-9999.000000
Valencia Alto,8.0,17.101381,15.150268,18.617709,-9999.000000
Costa Sol,8.0,16.204033,14.669601,17.080353,-9999.000000
California,8.0,17.076311,15.218631,18.415908,-9999.000000
Camilo Henriquez,8.0,16.289369,14.268503,17.459511,-9999.000000
El Bosque,8.0,14.968134,13.405849,16.286435,-9999.000000
El Sol,8.0,16.501167,15.016474,17.948448,-9999.000000
General Baquedano,8.0,16.950081,14.831810,18.593690,-9999.000000
Infante,8.0,16.677035,14.702930,18.104281,-9999.000000
Lo Gamboa,8.0,17.681701,15.708847,19.665387,-9999.000000
Los Espinos,8.0,15.555048,13.674475,17.077961,-9999.000000
Retiro,8.0,16.159580,14.462866,17.265624,-9999.000000
Viñas del Sol,8.0,15.231474,13.530437,16.797270,-9999.000000
Buenos Aires,8.0,17.518875,15.620224,19.283955,-9999.000000
Casa de Valencia,8.0,15.992187,15.500789,18.046999,-9999.000000
Hevia,8.0,17.835523,16.753832,19.593766,-9999.000000
Humbolt,8.0,17.024566,15.989287,18.914841,-9999.000000
Phillips,8.0,17.391032,15.932005,19.292824,-9999.000000
Poblacion Argentina,8.0,15.784389,14.130210,16.404685,-9999.000000
Poblacion Canal Chacao,8.0,16.566349,15.448927,18.346106,-9999.000000
San Gregorio,8.0,17.923007,16.570062,19.741849,-9999.000000
Valencia Bajo,8.0,17.671583,16.051391,19.375720,-9999.000000
Villa Paso Hondo,8.0,15.123635,13.674902,16.219142,-9999.000000
Calicheros,9.0,21.513118,19.549728,22.100120,-9999.000000
Belloto 2000,9.0,25.611716,22.679967,26.280764,-9999.000000
Belloto Centro,9.0,25.236769,22.959503,25.858295,-9999.000000
Bernando Ohiggins,9.0,23.871260,21.859955,25.122779,-9999.000000
Cruz del Sur,9.0,24.338557,22.601083,25.570672,-9999.000000
82,9.0,24.816027,22.701351,25.995461,-9999.000000
Belloto Norte,9.0,23.111447,21.600703,24.143401,-9999.000000
E.E.U.U,9.0,22.316712,20.364359,23.260008,-9999.000000
Lincoyan,9.0,23.694773,21.533290,24.820859,-9999.000000
Los Colonos,9.0,21.768782,20.229728,22.852482,-9999.000000
Patricio Lynch,9.0,23.003248,21.063104,24.161176,-9999.000000
Santa Marta,9.0,22.784918,20.817574,23.889013,-9999.000000
Cantera,9.0,23.921524,22.302082,24.765868,-9999.000000
Decimo Sector,9.0,22.524142,21.191284,23.280015,-9999.000000
Estero Viejo,9.0,23.689902,21.094842,24.860019,-9999.000000
Matilde,9.0,22.416518,21.031685,23.671972,-9999.000000
San Cristobal,9.0,22.667082,20.765521,23.763684,-9999.000000
Tierras Rojas,9.0,23.561005,22.035519,24.792604,-9999.000000
Decimo Sector,9.0,22.496591,21.069501,23.598757,-9999.000000
Matilde,9.0,22.566525,20.820007,23.684464,-9999.000000
Los Pinos,9.0,21.457870,19.702052,22.213775,-9999.000000
Marga Marga,9.0,21.729741,20.134733,22.712224,-9999.000000
60,9.0,22.067333,19.720874,23.279170,-9999.000000
Castillo Blanco,9.0,24.019296,21.941268,24.725504,-9999.000000
El Tranque,9.0,23.954396,21.765689,24.438610,-9999.000000
Jose Miguel Carrera,9.0,24.148279,21.605613,25.186935,-9999.000000
Las Rosas,9.0,23.962880,21.869272,24.624883,-9999.000000
Piloto Pardo,9.0,23.237527,21.539701,24.029785,-9999.000000
Porvenir,9.0,20.656653,18.225565,21.665949,-9999.000000
Textil Viña,9.0,23.733786,22.086909,24.749764,-9999.000000
21 de Mayo,9.0,23.671465,21.930215,24.573359,-9999.000000
Barros Arana,9.0,25.079611,23.531561,25.633142,-9999.000000
La Granja,9.0,23.764569,21.263858,24.567500,-9999.000000
Las Viñas,9.0,23.444355,21.642058,24.110139,-9999.000000
Los Estanques,9.0,23.159702,21.206204,23.895154,-9999.000000
Mena,9.0,24.311257,22.417885,24.987192,-9999.000000
Pedro Montt,9.0,24.315263,22.584142,25.171268,-9999.000000
Victoria Oriente,9.0,23.356444,21.656180,24.563509,-9999.000000
Victoria Poniente,9.0,23.184206,21.647062,24.259648,-9999.000000
Villa Olimpica,9.0,23.666914,21.238517,24.917145,-9999.000000
Araya,9.0,24.005041,22.284882,24.790877,-9999.000000
Arturo Prat,9.0,24.629621,23.542928,25.675078,-9999.000000
Blanco,9.0,24.690028,23.269274,25.484744,-9999.000000
Centro,9.0,25.049077,23.921049,26.177568,-9999.000000
Colina de Oro,9.0,20.370096,18.962460,21.302931,-9999.000000
El Esfuerzo,9.0,23.384241,21.415397,24.136944,-9999.000000
Emparte,9.0,24.694421,23.469038,25.601425,-9999.000000
Esmeralda,9.0,23.436787,21.631511,24.446064,-9999.000000
Liceo,9.0,24.438904,22.858859,25.132402,-9999.000000
Poblacion Esperanza,9.0,23.379814,21.661362,24.080023,-9999.000000
Poblacion Ferroviaria,9.0,24.141146,22.304220,25.374016,-9999.000000
R. Sotomayor,9.0,24.383032,22.791127,25.168111,-9999.000000
San Cristobal2,9.0,23.411788,21.332699,24.689974,-9999.000000
Sol del Pacifico,9.0,23.712815,21.460596,24.401620,-9999.000000
Soublete (Francisco Bilbao),9.0,23.742861,22.525895,24.899963,-9999.000000
Thompson,9.0,25.046134,23.813978,26.149273,-9999.000000
M. Mena,9.0,23.191461,21.087150,23.966354,-9999.000000
Manuel Rodriguez,9.0,23.098497,21.824759,24.178010,-9999.000000
No Organizada,9.0,20.997597,20.089634,22.238282,-9999.000000
Pompeya Norte,9.0,22.061871,19.884891,22.485741,-9999.000000
Pompeya Sur,9.0,22.228536,20.669939,22.964898,-9999.000000
Valencia Alto,9.0,23.090437,21.262667,23.874185,-9999.000000
Costa Sol,9.0,21.873859,20.119103,22.814526,-9999.000000
California,9.0,24.607495,23.126649,25.081853,-9999.000000
Camilo Henriquez,9.0,23.193405,21.278206,24.354679,-9999.000000
El Bosque,9.0,20.813377,19.302598,21.695882,-9999.000000
El Sol,9.0,23.655665,22.072545,24.483120,-9999.000000
General Baquedano,9.0,24.317742,22.723483,25.040299,-9999.000000
Infante,9.0,23.073354,21.670306,23.894400,-9999.000000
Lo Gamboa,9.0,25.067793,23.625227,26.380442,-9999.000000
Los Espinos,9.0,22.713049,20.967861,23.366294,-9999.000000
Retiro,9.0,22.773977,21.192681,23.558093,-9999.000000
Viñas del Sol,9.0,22.491071,20.503023,23.112450,-9999.000000
Buenos Aires,9.0,23.851858,22.583562,25.438458,-9999.000000
Casa de Valencia,9.0,22.599796,21.437997,24.281152,-9999.000000
Hevia,9.0,23.860178,23.126141,25.762915,-9999.000000
Humbolt,9.0,23.366679,21.656783,24.233762,-9999.000000
Phillips,9.0,23.778461,22.171257,24.652497,-9999.000000
Poblacion Argentina,9.0,21.299129,19.450490,22.388923,-9999.000000
Poblacion Canal Chacao,9.0,22.263186,20.805224,23.496023,-9999.000000
San Gregorio,9.0,24.543484,22.925321,26.355881,-9999.000000
Valencia Bajo,9.0,23.640088,22.372668,24.943720,-9999.000000
Villa Paso Hondo,9.0,20.612877,19.584396,21.693264,-9999.000000
Calicheros,10.0,28.167776,26.607768,30.583901,-9999.000000
Belloto 2000,10.0,33.023759,31.870058,35.755624,-9999.000000
Belloto Centro,10.0,32.533003,31.346412,34.865356,-9999.000000
Bernando Ohiggins,10.0,32.020761,30.494109,33.831339,-9999.000000
Cruz del Sur,10.0,32.426275,31.251381,34.698625,-9999.000000
82,10.0,32.716655,31.374283,35.001831,-9999.000000
Belloto Norte,10.0,31.311910,29.946767,33.303127,-9999.000000
E.E.U.U,10.0,31.412677,29.369781,33.146670,-9999.000000
Lincoyan,10.0,32.001181,30.189906,33.938157,-9999.000000
Los Colonos,10.0,30.215329,28.177819,31.922289,-9999.000000
Patricio Lynch,10.0,31.458375,29.768610,33.031806,-9999.000000
Santa Marta,10.0,31.630484,29.710699,33.251274,-9999.000000
Cantera,10.0,32.291795,31.093684,33.762084,-9999.000000
Decimo Sector,10.0,30.926283,29.884004,32.329853,-9999.000000
Estero Viejo,10.0,32.252273,31.085831,33.828387,-9999.000000
Matilde,10.0,30.819447,29.323996,33.151150,-9999.000000
San Cristobal,10.0,31.093639,29.916521,33.012066,-9999.000000
Tierras Rojas,10.0,31.862680,30.733929,33.478076,-9999.000000
Decimo Sector,10.0,31.357043,29.725845,33.346907,-9999.000000
Matilde,10.0,31.369394,29.915230,33.182582,-9999.000000
Los Pinos,10.0,29.129001,27.050150,30.884329,-9999.000000
Marga Marga,10.0,29.932014,27.850426,31.351643,-9999.000000
60,10.0,30.580232,28.696404,32.799526,-9999.000000
Castillo Blanco,10.0,31.809871,30.630354,33.541351,-9999.000000
El Tranque,10.0,31.190023,29.816964,33.034642,-9999.000000
Jose Miguel Carrera,10.0,31.482020,30.436952,33.400643,-9999.000000
Las Rosas,10.0,31.330021,30.234718,33.189430,-9999.000000
Piloto Pardo,10.0,30.867027,29.652044,32.616749,-9999.000000
Porvenir,10.0,28.550988,26.637944,30.418758,-9999.000000
Textil Viña,10.0,31.236042,30.281180,33.333146,-9999.000000
21 de Mayo,10.0,30.633585,29.242041,32.471673,-9999.000000
Barros Arana,10.0,31.489612,30.392500,33.640298,-9999.000000
La Granja,10.0,30.615719,29.046655,32.521759,-9999.000000
Las Viñas,10.0,30.310789,28.837791,32.351716,-9999.000000
Los Estanques,10.0,29.868040,28.537822,31.860638,-9999.000000
Mena,10.0,31.370660,29.853280,33.103007,-9999.000000
Pedro Montt,10.0,31.328066,29.737836,33.089910,-9999.000000
Victoria Oriente,10.0,31.467567,30.030597,33.354488,-9999.000000
Victoria Poniente,10.0,30.724982,29.008546,32.456956,-9999.000000
Villa Olimpica,10.0,31.598123,29.979714,33.117467,-9999.000000
Araya,10.0,31.180361,30.095553,32.837122,-9999.000000
Arturo Prat,10.0,31.243025,30.546323,33.433805,-9999.000000
Blanco,10.0,31.432116,30.592001,33.683701,-9999.000000
Centro,10.0,32.029468,30.928854,33.845648,-9999.000000
Colina de Oro,10.0,27.179052,25.609006,29.035905,-9999.000000
El Esfuerzo,10.0,30.676506,29.606909,32.872425,-9999.000000
Emparte,10.0,31.008381,30.408341,33.437213,-9999.000000
Esmeralda,10.0,30.634154,29.677095,32.546828,-9999.000000
Liceo,10.0,31.430262,30.445916,33.483296,-9999.000000
Poblacion Esperanza,10.0,30.692021,29.157577,32.641036,-9999.000000
Poblacion Ferroviaria,10.0,31.745430,30.666733,33.783398,-9999.000000
R. Sotomayor,10.0,31.197468,30.299238,33.128803,-9999.000000
San Cristobal2,10.0,32.162977,29.921270,33.634926,-9999.000000
Sol del Pacifico,10.0,30.987446,30.158488,33.306541,-9999.000000
Soublete (Francisco Bilbao),10.0,31.258146,30.343542,32.903877,-9999.000000
Thompson,10.0,31.962971,31.212888,34.160488,-9999.000000
M. Mena,10.0,29.516335,28.331723,31.663893,-9999.000000
Manuel Rodriguez,10.0,30.095458,28.717796,31.969106,-9999.000000
No Organizada,10.0,27.561593,26.133315,29.993675,-9999.000000
Pompeya Norte,10.0,28.528664,26.973712,30.468649,-9999.000000
Pompeya Sur,10.0,28.930044,27.496255,30.536487,-9999.000000
Valencia Alto,10.0,29.992548,28.407085,31.620409,-9999.000000
Costa Sol,10.0,29.163638,27.823624,30.996186,-9999.000000
California,10.0,32.139222,31.156565,33.734253,-9999.000000
Camilo Henriquez,10.0,30.324354,29.291396,32.270004,-9999.000000
El Bosque,10.0,28.145626,26.398205,30.252604,-9999.000000
El Sol,10.0,30.465146,29.172574,32.182683,-9999.000000
General Baquedano,10.0,31.354907,30.325765,33.071985,-9999.000000
Infante,10.0,29.631814,28.349336,31.428351,-9999.000000
Lo Gamboa,10.0,32.930330,31.685587,34.485886,-9999.000000
Los Espinos,10.0,29.987165,28.212457,31.550067,-9999.000000
Retiro,10.0,29.615878,28.463292,31.812535,-9999.000000
Viñas del Sol,10.0,29.722242,28.615062,31.891023,-9999.000000
Buenos Aires,10.0,30.997617,29.726330,32.750743,-9999.000000
Casa de Valencia,10.0,29.183843,27.794653,31.455735,-9999.000000
Hevia,10.0,30.962469,29.784071,32.648822,-9999.000000
Humbolt,10.0,29.781884,28.508818,31.795409,-9999.000000
Phillips,10.0,30.288552,28.988140,32.155350,-9999.000000
Poblacion Argentina,10.0,27.582075,26.359726,29.438814,-9999.000000
Poblacion Canal Chacao,10.0,28.919026,26.849760,30.793724,-9999.000000
San Gregorio,10.0,31.339917,30.219709,32.883239,-9999.000000
Valencia Bajo,10.0,30.659970,29.180243,32.278929,-9999.000000
Villa Paso Hondo,10.0,27.656199,26.082032,29.848470,-9999.000000
Calicheros,11.0,33.599111,30.594667,35.018395,-9999.000000
Belloto 2000,11.0,38.493585,36.227725,40.153714,-9999.000000
Belloto Centro,11.0,37.894339,35.729555,39.614572,-9999.000000
Bernando Ohiggins,11.0,37.193317,35.282994,38.844876,-9999.000000
Cruz del Sur,11.0,37.943744,35.727679,39.442943,-9999.000000
82,11.0,38.293136,35.937967,40.164319,-9999.000000
Belloto Norte,11.0,36.848447,34.133508,37.730292,-9999.000000
E.E.U.U,11.0,37.242390,33.940620,38.507402,-9999.000000
Lincoyan,11.0,37.274530,34.861448,38.656983,-9999.000000
Los Colonos,11.0,36.117542,32.857430,37.022723,-9999.000000
Patricio Lynch,11.0,37.118977,34.196163,38.385796,-9999.000000
Santa Marta,11.0,37.320338,34.347451,38.741878,-9999.000000
Cantera,11.0,37.590096,35.596820,39.042871,-9999.000000
Decimo Sector,11.0,36.401959,34.725175,38.192252,-9999.000000
Estero Viejo,11.0,37.442226,35.809789,38.802978,-9999.000000
Matilde,11.0,36.890935,33.957456,37.989169,-9999.000000
San Cristobal,11.0,36.814934,34.846044,38.106960,-9999.000000
Tierras Rojas,11.0,37.148876,35.115071,38.449427,-9999.000000
Decimo Sector,11.0,36.591261,34.949674,38.553861,-9999.000000
Matilde,11.0,37.098715,34.850544,39.062333,-9999.000000
