Month,NDVI_median
1.0,0.21641176915190743
2.0,0.19839510217957881
3.0,0.2113075526791876
4.0,0.18771900466899252
5.0,0.1709589650528142
6.0,0.1799951145094456
7.0,0.2353580563877368
8.0,0.2841960175304861
9.0,0.3178155737485104
10.0,0.3076106617746084
11.0,0.27946839340687024
12.0,0.26118100794106697
