Month,NDVI
1.0,0.22648383628531094
2.0,0.23024576200279578
3.0,0.22089210074016247
4.0,0.22052505454692464
5.0,0.2058761451613476
6.0,0.22056975897409686
7.0,0.24990006147533322
8.0,0.27296975184352806
9.0,0.28208403057482756
10.0,0.2744959295235202
11.0,0.26139748889243564
12.0,0.2562024589864207
