Month,NDVI
1.0,0.32579569526085517
2.0,0.328015990412255
3.0,0.3327596613317674
4.0,0.3178139149667597
5.0,0.26307847447036353
6.0,0.27892421632578573
7.0,0.3400462151425791
8.0,0.4333426461004246
9.0,0.47100792968481064
10.0,0.44256568584247075
11.0,0.40389241513731905
12.0,0.40456689361914483
