Month,AOD_median
1.0,178.42806515583584
2.0,150.80881753178446
3.0,122.32663474882624
4.0,118.74301856863478
5.0,128.55406607876506
6.0,103.74199528483008
7.0,92.18786216794948
8.0,90.382014309868
9.0,92.29309115923098
10.0,91.99706727008912
11.0,114.85677336013492
12.0,144.64070483090757
