Month,SO2_median_fixed
1.0,120.16698367540143
2.0,139.71796443963905
3.0,115.73645975994636
4.0,431.76230178812705
5.0,688.0991360503441
6.0,1374.6337423968375
7.0,1018.7517579178366
8.0,764.9086969190038
9.0,429.52468451934766
10.0,172.9882931383693
11.0,152.8950658602151
12.0,127.61513692326444
